inventory_key,product_key,date_key,location_key,stock_level,stock_in,stock_out,created_at
757,683,2023-04-27,183,28,151,123,2025-07-23 23:42:37.009333
758,1278,2022-12-02,250,14,84,70,2025-07-23 23:42:37.009951
759,394,2024-02-07,93,282,317,35,2025-07-23 23:42:37.010559
760,1192,2024-08-22,126,224,447,223,2025-07-23 23:42:37.011188
761,1423,2024-01-31,139,354,360,6,2025-07-23 23:42:37.011813
762,888,2023-12-24,6,113,127,14,2025-07-23 23:42:37.012477
763,1071,2024-01-01,134,20,77,57,2025-07-23 23:42:37.013119
764,1070,2023-08-09,80,152,287,135,2025-07-23 23:42:37.013710
765,54,2022-10-27,145,208,409,201,2025-07-23 23:42:37.014339
766,990,2023-01-29,212,272,489,217,2025-07-23 23:42:37.014942
767,5,2023-12-11,125,351,370,19,2025-07-23 23:42:37.015545
768,951,2024-11-03,128,33,47,14,2025-07-23 23:42:37.016186
769,497,2024-05-14,156,270,411,141,2025-07-23 23:42:37.016802
770,906,2022-04-10,36,151,392,241,2025-07-23 23:42:37.017421
771,1476,2022-02-01,221,10,50,40,2025-07-23 23:42:37.018042
772,1485,2023-01-12,122,245,340,95,2025-07-23 23:42:37.018645
773,951,2023-07-29,79,104,115,11,2025-07-23 23:42:37.019276
774,1012,2022-03-07,136,204,225,21,2025-07-23 23:42:37.019888
775,428,2022-07-08,129,206,222,16,2025-07-23 23:42:37.020495
776,1026,2023-01-06,42,89,98,9,2025-07-23 23:42:37.021116
777,147,2022-01-09,149,139,468,329,2025-07-23 23:42:37.021705
778,729,2022-11-03,33,13,431,418,2025-07-23 23:42:37.022334
779,1425,2023-09-05,56,117,173,56,2025-07-23 23:42:37.022945
780,246,2023-04-07,56,10,23,13,2025-07-23 23:42:37.023556
781,240,2024-09-02,47,186,221,35,2025-07-23 23:42:37.024190
782,1211,2024-02-16,193,135,311,176,2025-07-23 23:42:37.024797
783,1148,2024-09-07,237,306,497,191,2025-07-23 23:42:37.025412
784,895,2023-02-03,22,151,326,175,2025-07-23 23:42:37.026053
785,689,2022-10-26,48,18,106,88,2025-07-23 23:42:37.026659
786,1056,2022-11-16,178,98,125,27,2025-07-23 23:42:37.027364
787,1032,2024-07-02,129,33,217,184,2025-07-23 23:42:37.028007
788,999,2023-10-09,1,29,34,5,2025-07-23 23:42:37.028638
789,1036,2023-09-15,202,95,468,373,2025-07-23 23:42:37.029338
790,1398,2024-11-02,83,45,53,8,2025-07-23 23:42:37.029951
791,866,2022-11-10,147,45,59,14,2025-07-23 23:42:37.030552
792,1086,2023-04-28,213,4,161,157,2025-07-23 23:42:37.031176
793,174,2024-01-15,25,41,64,23,2025-07-23 23:42:37.031782
794,1500,2024-12-22,33,177,185,8,2025-07-23 23:42:37.032394
795,162,2023-08-13,185,2,51,49,2025-07-23 23:42:37.033011
796,1462,2022-11-27,31,99,186,87,2025-07-23 23:42:37.033613
797,152,2022-01-09,87,302,312,10,2025-07-23 23:42:37.034258
798,243,2023-11-23,6,12,22,10,2025-07-23 23:42:37.034865
799,1043,2022-11-04,237,28,468,440,2025-07-23 23:42:37.035473
800,1351,2023-03-21,91,41,102,61,2025-07-23 23:42:37.036090
801,312,2023-11-23,242,26,500,474,2025-07-23 23:42:37.036674
802,42,2023-05-17,202,186,411,225,2025-07-23 23:42:37.037296
803,311,2024-02-08,33,31,66,35,2025-07-23 23:42:37.037899
804,899,2022-12-21,179,14,60,46,2025-07-23 23:42:37.038501
805,223,2024-08-23,43,191,298,107,2025-07-23 23:42:37.039122
806,143,2022-08-02,167,8,193,185,2025-07-23 23:42:37.039710
807,1361,2023-03-20,164,238,486,248,2025-07-23 23:42:37.040335
808,541,2023-09-21,248,57,71,14,2025-07-23 23:42:37.040944
809,936,2022-12-31,36,266,455,189,2025-07-23 23:42:37.041554
810,1224,2023-10-07,117,194,500,306,2025-07-23 23:42:37.042185
811,473,2022-06-09,94,9,39,30,2025-07-23 23:42:37.042795
812,1297,2023-12-03,126,101,283,182,2025-07-23 23:42:37.043412
813,425,2024-02-21,66,9,16,7,2025-07-23 23:42:37.044026
814,966,2022-10-20,61,387,468,81,2025-07-23 23:42:37.044652
815,1200,2022-07-13,55,11,300,289,2025-07-23 23:42:37.045361
816,1361,2024-05-28,103,370,426,56,2025-07-23 23:42:37.045996
817,1376,2022-04-05,237,325,392,67,2025-07-23 23:42:37.046598
818,82,2022-12-29,129,38,410,372,2025-07-23 23:42:37.047243
819,764,2024-05-21,170,40,383,343,2025-07-23 23:42:37.047855
820,1046,2024-09-05,237,457,467,10,2025-07-23 23:42:37.048462
821,187,2024-07-31,237,34,169,135,2025-07-23 23:42:37.049115
822,96,2022-10-24,172,10,16,6,2025-07-23 23:42:37.049716
823,891,2022-04-26,29,87,370,283,2025-07-23 23:42:37.050339
824,1390,2022-02-15,185,308,497,189,2025-07-23 23:42:37.050947
825,1082,2022-01-14,69,27,34,7,2025-07-23 23:42:37.051553
826,790,2023-01-27,212,58,65,7,2025-07-23 23:42:37.052177
827,1044,2022-04-12,37,326,407,81,2025-07-23 23:42:37.052774
828,127,2022-04-14,239,467,499,32,2025-07-23 23:42:37.053389
829,53,2023-12-17,42,33,59,26,2025-07-23 23:42:37.054012
830,352,2024-09-25,75,12,74,62,2025-07-23 23:42:37.054613
831,569,2023-02-28,25,33,185,152,2025-07-23 23:42:37.055245
832,263,2023-03-12,147,459,498,39,2025-07-23 23:42:37.055855
833,417,2023-04-26,70,164,287,123,2025-07-23 23:42:37.056463
834,595,2024-08-27,34,441,489,48,2025-07-23 23:42:37.057084
835,414,2022-12-08,168,3,464,461,2025-07-23 23:42:37.057677
836,340,2023-03-20,150,139,150,11,2025-07-23 23:42:37.058308
837,694,2024-12-05,138,50,142,92,2025-07-23 23:42:37.058926
838,1068,2023-06-30,147,27,432,405,2025-07-23 23:42:37.059532
839,377,2024-06-20,82,7,24,17,2025-07-23 23:42:37.060164
840,157,2023-04-02,145,83,162,79,2025-07-23 23:42:37.060852
841,941,2023-01-06,58,75,181,106,2025-07-23 23:42:37.061715
842,1049,2023-11-30,183,103,146,43,2025-07-23 23:42:37.062416
843,1013,2022-10-23,192,355,382,27,2025-07-23 23:42:37.063372
844,1328,2024-11-25,114,16,191,175,2025-07-23 23:42:37.064314
845,1372,2022-05-16,96,282,300,18,2025-07-23 23:42:37.065260
846,632,2024-08-10,178,17,123,106,2025-07-23 23:42:37.066213
847,1034,2023-08-14,74,13,19,6,2025-07-23 23:42:37.067167
848,879,2022-11-30,91,244,333,89,2025-07-23 23:42:37.068125
849,1341,2024-01-12,203,91,216,125,2025-07-23 23:42:37.069091
850,872,2023-09-11,130,133,322,189,2025-07-23 23:42:37.070038
851,65,2024-11-14,113,80,85,5,2025-07-23 23:42:37.071001
852,1385,2024-03-24,224,233,467,234,2025-07-23 23:42:37.071980
853,1117,2022-03-08,136,174,279,105,2025-07-23 23:42:37.072919
854,1410,2024-03-22,99,29,395,366,2025-07-23 23:42:37.073881
855,1016,2022-03-19,73,81,333,252,2025-07-23 23:42:37.074849
856,1125,2023-06-07,131,265,330,65,2025-07-23 23:42:37.075809
857,312,2023-09-05,196,6,160,154,2025-07-23 23:42:37.076753
858,815,2023-05-01,198,50,206,156,2025-07-23 23:42:37.077740
859,694,2024-04-03,94,175,283,108,2025-07-23 23:42:37.078709
860,459,2024-05-31,195,95,106,11,2025-07-23 23:42:37.079649
861,80,2022-11-04,46,64,69,5,2025-07-23 23:42:37.080601
862,1009,2024-12-29,35,404,468,64,2025-07-23 23:42:37.081549
863,426,2022-09-12,196,435,481,46,2025-07-23 23:42:37.082486
864,495,2022-10-06,114,51,313,262,2025-07-23 23:42:37.083526
865,1137,2024-01-29,126,141,198,57,2025-07-23 23:42:37.084489
866,877,2024-05-29,141,8,19,11,2025-07-23 23:42:37.085458
867,1132,2024-04-08,7,1,336,335,2025-07-23 23:42:37.086434
868,598,2023-02-17,123,44,51,7,2025-07-23 23:42:37.087409
869,470,2023-04-25,121,99,225,126,2025-07-23 23:42:37.088360
870,1375,2024-10-16,151,186,334,148,2025-07-23 23:42:37.089325
871,1290,2023-12-18,249,197,491,294,2025-07-23 23:42:37.090300
872,1182,2022-01-12,240,43,241,198,2025-07-23 23:42:37.091250
873,858,2024-08-09,90,49,63,14,2025-07-23 23:42:37.092203
874,1316,2024-05-25,141,364,443,79,2025-07-23 23:42:37.093160
875,1172,2024-03-20,54,204,473,269,2025-07-23 23:42:37.094129
876,1308,2022-06-18,91,329,494,165,2025-07-23 23:42:37.095088
877,1105,2022-09-15,184,191,224,33,2025-07-23 23:42:37.095997
878,630,2022-11-29,229,159,214,55,2025-07-23 23:42:37.096952
879,553,2022-10-04,138,348,388,40,2025-07-23 23:42:37.097892
880,425,2022-01-08,145,55,74,19,2025-07-23 23:42:37.098852
881,1034,2022-01-22,57,91,277,186,2025-07-23 23:42:37.100054
882,504,2023-09-24,110,24,123,99,2025-07-23 23:42:37.101134
883,209,2023-04-18,141,445,466,21,2025-07-23 23:42:37.102298
884,91,2023-04-07,207,159,302,143,2025-07-23 23:42:37.103414
885,1130,2022-12-01,12,103,132,29,2025-07-23 23:42:37.104451
886,705,2024-11-22,114,6,417,411,2025-07-23 23:42:37.105420
887,928,2024-01-20,9,259,372,113,2025-07-23 23:42:37.106401
888,1491,2023-05-04,214,252,435,183,2025-07-23 23:42:37.107400
889,231,2023-12-21,126,5,164,159,2025-07-23 23:42:37.108371
890,117,2024-02-25,79,35,103,68,2025-07-23 23:42:37.109397
891,788,2024-10-08,198,139,196,57,2025-07-23 23:42:37.110395
892,496,2023-12-31,73,82,170,88,2025-07-23 23:42:37.111390
893,1033,2023-01-24,35,31,174,143,2025-07-23 23:42:37.112633
894,500,2022-01-15,184,177,439,262,2025-07-23 23:42:37.113848
895,148,2024-03-23,62,38,58,20,2025-07-23 23:42:37.114907
896,1111,2022-06-16,19,161,353,192,2025-07-23 23:42:37.115893
897,753,2024-07-10,100,77,281,204,2025-07-23 23:42:37.116880
898,535,2022-10-04,197,125,164,39,2025-07-23 23:42:37.117878
899,1422,2024-12-16,154,117,468,351,2025-07-23 23:42:37.118872
900,478,2022-09-28,28,53,69,16,2025-07-23 23:42:37.119890
901,196,2023-10-31,155,146,161,15,2025-07-23 23:42:37.120870
902,1023,2023-10-31,151,116,477,361,2025-07-23 23:42:37.121878
903,1213,2022-06-17,193,7,169,162,2025-07-23 23:42:37.122866
904,29,2024-02-13,243,307,389,82,2025-07-23 23:42:37.123866
905,160,2024-10-01,88,112,491,379,2025-07-23 23:42:37.124860
906,1330,2022-05-31,244,308,376,68,2025-07-23 23:42:37.125864
907,230,2023-01-22,10,48,257,209,2025-07-23 23:42:37.126853
908,1184,2023-07-15,19,1,65,64,2025-07-23 23:42:37.127854
909,1273,2024-09-01,9,211,350,139,2025-07-23 23:42:37.128865
910,617,2022-12-03,111,331,411,80,2025-07-23 23:42:37.129870
911,809,2022-06-01,61,20,53,33,2025-07-23 23:42:37.130860
912,680,2022-12-22,82,168,397,229,2025-07-23 23:42:37.131841
913,223,2022-05-19,179,146,270,124,2025-07-23 23:42:37.132810
914,1186,2022-09-02,219,211,318,107,2025-07-23 23:42:37.133812
915,1437,2022-03-01,75,44,474,430,2025-07-23 23:42:37.134802
916,579,2024-09-02,56,32,200,168,2025-07-23 23:42:37.135946
917,1328,2023-01-24,70,419,436,17,2025-07-23 23:42:37.137051
918,919,2022-02-21,29,8,224,216,2025-07-23 23:42:37.138030
919,590,2023-01-24,34,138,478,340,2025-07-23 23:42:37.138997
920,1445,2022-09-24,233,424,437,13,2025-07-23 23:42:37.139982
921,1083,2023-02-12,61,238,453,215,2025-07-23 23:42:37.141146
922,1431,2022-04-01,200,209,473,264,2025-07-23 23:42:37.142242
923,1012,2022-05-18,23,32,39,7,2025-07-23 23:42:37.143227
924,1476,2024-05-20,194,60,272,212,2025-07-23 23:42:37.144186
925,767,2022-11-20,154,265,373,108,2025-07-23 23:42:37.145178
926,1126,2023-05-02,5,55,225,170,2025-07-23 23:42:37.146162
927,1299,2024-01-18,98,34,71,37,2025-07-23 23:42:37.147155
928,660,2022-02-18,194,211,420,209,2025-07-23 23:42:37.148127
929,1319,2023-01-13,204,256,416,160,2025-07-23 23:42:37.149116
930,337,2022-06-28,171,232,375,143,2025-07-23 23:42:37.150067
931,1076,2024-04-24,101,6,165,159,2025-07-23 23:42:37.151088
932,1346,2024-09-11,45,255,280,25,2025-07-23 23:42:37.152066
933,133,2024-02-03,246,0,50,50,2025-07-23 23:42:37.153049
934,1359,2024-02-16,160,69,81,12,2025-07-23 23:42:37.154001
935,943,2022-08-12,217,132,158,26,2025-07-23 23:42:37.155016
936,872,2024-03-08,87,10,343,333,2025-07-23 23:42:37.155967
937,1175,2022-08-25,88,3,397,394,2025-07-23 23:42:37.156936
938,1374,2022-12-16,189,125,166,41,2025-07-23 23:42:37.157868
939,1106,2023-04-30,162,5,483,478,2025-07-23 23:42:37.158841
940,1070,2024-07-18,136,39,163,124,2025-07-23 23:42:37.160058
941,579,2023-11-28,112,292,466,174,2025-07-23 23:42:37.161061
942,50,2023-07-21,45,39,85,46,2025-07-23 23:42:37.162048
943,195,2022-10-23,235,194,309,115,2025-07-23 23:42:37.163079
944,1471,2023-01-31,71,48,259,211,2025-07-23 23:42:37.164039
945,327,2024-11-05,16,47,464,417,2025-07-23 23:42:37.165015
946,202,2024-04-01,149,35,465,430,2025-07-23 23:42:37.165993
947,596,2024-02-14,12,46,64,18,2025-07-23 23:42:37.166957
948,1061,2022-12-26,106,364,449,85,2025-07-23 23:42:37.167893
949,380,2022-04-15,46,67,491,424,2025-07-23 23:42:37.169055
950,961,2024-03-30,18,174,201,27,2025-07-23 23:42:37.170317
951,990,2023-02-18,83,27,497,470,2025-07-23 23:42:37.171394
952,793,2023-03-02,28,48,433,385,2025-07-23 23:42:37.172497
953,801,2023-05-15,69,29,281,252,2025-07-23 23:42:37.173561
954,172,2024-10-05,231,11,289,278,2025-07-23 23:42:37.174619
955,879,2024-12-13,217,66,127,61,2025-07-23 23:42:37.175683
956,753,2022-10-19,119,75,458,383,2025-07-23 23:42:37.176728
957,643,2024-08-04,169,98,359,261,2025-07-23 23:42:37.177940
958,1008,2024-05-21,61,148,172,24,2025-07-23 23:42:37.178914
959,549,2023-08-03,34,62,122,60,2025-07-23 23:42:37.179868
960,658,2023-07-17,148,143,174,31,2025-07-23 23:42:37.180867
961,1149,2022-05-11,119,81,154,73,2025-07-23 23:42:37.181867
962,545,2022-10-27,97,196,311,115,2025-07-23 23:42:37.182867
963,1098,2024-03-19,142,84,113,29,2025-07-23 23:42:37.183859
964,713,2022-07-03,209,402,472,70,2025-07-23 23:42:37.184874
965,1399,2024-06-12,247,18,55,37,2025-07-23 23:42:37.185862
966,1162,2024-10-12,231,353,369,16,2025-07-23 23:42:37.186852
967,960,2023-03-19,219,9,28,19,2025-07-23 23:42:37.187821
968,1423,2024-12-21,87,41,170,129,2025-07-23 23:42:37.188833
969,629,2024-06-19,152,30,51,21,2025-07-23 23:42:37.189793
970,1322,2022-02-02,230,156,218,62,2025-07-23 23:42:37.190749
971,2,2022-01-10,140,193,424,231,2025-07-23 23:42:37.191729
972,1254,2024-08-03,56,62,136,74,2025-07-23 23:42:37.192699
973,532,2023-03-29,134,2,131,129,2025-07-23 23:42:37.193679
974,650,2022-06-27,21,20,105,85,2025-07-23 23:42:37.194620
975,117,2023-01-30,249,56,386,330,2025-07-23 23:42:37.195613
976,658,2024-05-20,168,283,382,99,2025-07-23 23:42:37.196855
977,1385,2022-12-01,68,0,371,371,2025-07-23 23:42:37.197931
978,1379,2024-06-13,8,32,43,11,2025-07-23 23:42:37.198898
979,128,2023-05-19,95,57,64,7,2025-07-23 23:42:37.199878
980,668,2023-11-25,59,66,359,293,2025-07-23 23:42:37.200863
981,891,2023-02-03,182,18,38,20,2025-07-23 23:42:37.201860
982,836,2022-09-12,112,21,59,38,2025-07-23 23:42:37.203020
983,525,2023-02-12,148,16,21,5,2025-07-23 23:42:37.204452
984,1046,2023-01-11,106,90,191,101,2025-07-23 23:42:37.205553
985,1396,2024-11-20,118,193,457,264,2025-07-23 23:42:37.206705
986,601,2023-10-04,98,239,496,257,2025-07-23 23:42:37.207722
987,49,2022-08-17,68,169,260,91,2025-07-23 23:42:37.208877
988,668,2022-05-08,82,11,52,41,2025-07-23 23:42:37.209865
989,137,2024-08-15,96,196,218,22,2025-07-23 23:42:37.210864
990,1147,2022-10-20,72,120,234,114,2025-07-23 23:42:37.211858
991,156,2024-11-13,45,267,302,35,2025-07-23 23:42:37.212876
992,408,2022-06-07,64,288,333,45,2025-07-23 23:42:37.213874
993,705,2024-09-16,241,467,491,24,2025-07-23 23:42:37.214874
994,616,2023-12-29,59,356,413,57,2025-07-23 23:42:37.215864
995,587,2024-04-07,240,263,292,29,2025-07-23 23:42:37.216868
996,713,2024-03-25,143,4,33,29,2025-07-23 23:42:37.217851
997,129,2023-11-03,239,3,14,11,2025-07-23 23:42:37.218834
998,624,2022-11-23,244,1,12,11,2025-07-23 23:42:37.219819
999,631,2024-03-01,130,100,194,94,2025-07-23 23:42:37.220820
1000,325,2022-02-16,224,122,245,123,2025-07-23 23:42:37.221816
1001,481,2024-03-27,187,174,358,184,2025-07-23 23:42:37.222826
1002,1316,2023-02-11,181,169,372,203,2025-07-23 23:42:37.223813
1003,1355,2023-09-22,168,70,487,417,2025-07-23 23:42:37.224796
1004,367,2022-07-25,38,39,91,52,2025-07-23 23:42:37.225746
1005,1459,2023-07-08,165,301,312,11,2025-07-23 23:42:37.226734
1006,264,2022-08-10,16,73,214,141,2025-07-23 23:42:37.227705
1007,841,2022-09-05,18,19,206,187,2025-07-23 23:42:37.228684
1008,680,2024-05-29,97,17,74,57,2025-07-23 23:42:37.229634
1009,1491,2023-06-28,22,11,35,24,2025-07-23 23:42:37.230876
1010,301,2023-11-23,48,117,141,24,2025-07-23 23:42:37.231940
1011,765,2023-01-30,96,151,219,68,2025-07-23 23:42:37.232905
1012,798,2022-10-07,55,50,60,10,2025-07-23 23:42:37.233873
1013,888,2022-05-29,182,259,266,7,2025-07-23 23:42:37.235030
1014,753,2023-12-02,190,346,419,73,2025-07-23 23:42:37.236084
1015,705,2023-01-26,194,6,13,7,2025-07-23 23:42:37.237042
1016,55,2023-12-31,80,243,467,224,2025-07-23 23:42:37.238037
1017,1216,2024-10-02,98,191,314,123,2025-07-23 23:42:37.239024
1018,1386,2024-02-04,19,58,194,136,2025-07-23 23:42:37.240017
1019,703,2024-09-20,228,61,339,278,2025-07-23 23:42:37.241003
1020,478,2024-05-18,250,74,391,317,2025-07-23 23:42:37.242060
1021,9,2023-12-25,226,76,209,133,2025-07-23 23:42:37.243073
1022,260,2022-01-10,161,138,220,82,2025-07-23 23:42:37.244051
1023,217,2022-09-01,202,41,180,139,2025-07-23 23:42:37.245020
1024,1311,2023-12-17,125,19,210,191,2025-07-23 23:42:37.245989
1025,547,2024-02-24,90,0,381,381,2025-07-23 23:42:37.246939
1026,592,2023-10-31,158,77,297,220,2025-07-23 23:42:37.247865
1027,1042,2024-03-12,195,108,133,25,2025-07-23 23:42:37.248853
1028,345,2023-08-29,222,147,162,15,2025-07-23 23:42:37.249805
1029,183,2023-02-15,151,97,165,68,2025-07-23 23:42:37.250749
1030,1075,2024-01-11,84,68,412,344,2025-07-23 23:42:37.251704
1031,174,2022-10-31,42,67,104,37,2025-07-23 23:42:37.252645
1032,1437,2024-10-23,92,352,454,102,2025-07-23 23:42:37.253601
1033,1034,2023-04-22,144,106,153,47,2025-07-23 23:42:37.254552
1034,1034,2022-01-23,228,330,335,5,2025-07-23 23:42:37.255492
1035,1330,2023-11-11,136,63,433,370,2025-07-23 23:42:37.256446
1036,813,2023-12-07,129,217,270,53,2025-07-23 23:42:37.257405
1037,165,2023-04-08,206,235,471,236,2025-07-23 23:42:37.258347
1038,1362,2024-09-25,211,42,97,55,2025-07-23 23:42:37.259482
1039,1015,2024-11-18,96,332,350,18,2025-07-23 23:42:37.260734
1040,136,2022-04-23,250,15,118,103,2025-07-23 23:42:37.261569
1041,653,2024-11-20,170,204,258,54,2025-07-23 23:42:37.262422
1042,1359,2022-04-14,39,36,262,226,2025-07-23 23:42:37.263223
1043,969,2023-04-26,126,33,145,112,2025-07-23 23:42:37.264055
1044,96,2022-09-15,202,126,385,259,2025-07-23 23:42:37.264827
1045,679,2024-01-05,143,79,92,13,2025-07-23 23:42:37.265483
1046,679,2023-04-27,139,95,207,112,2025-07-23 23:42:37.266436
1047,1243,2023-01-02,182,6,33,27,2025-07-23 23:42:37.267277
1048,1418,2023-03-17,42,51,59,8,2025-07-23 23:42:37.268027
1049,848,2024-03-17,145,1,37,36,2025-07-23 23:42:37.268876
1050,533,2022-12-07,108,164,343,179,2025-07-23 23:42:37.269785
1051,564,2024-07-05,164,4,134,130,2025-07-23 23:42:37.271007
1052,409,2022-08-03,40,215,329,114,2025-07-23 23:42:37.271906
1053,418,2023-01-28,37,185,234,49,2025-07-23 23:42:37.272636
1054,209,2023-07-15,177,6,248,242,2025-07-23 23:42:37.273528
1055,584,2023-01-24,135,174,370,196,2025-07-23 23:42:37.274358
1056,199,2023-09-21,168,182,207,25,2025-07-23 23:42:37.275122
1057,1145,2024-07-10,156,54,130,76,2025-07-23 23:42:37.275730
1058,446,2024-01-04,45,171,357,186,2025-07-23 23:42:37.276424
1059,1277,2022-05-23,37,42,104,62,2025-07-23 23:42:37.277105
1060,828,2023-12-21,206,255,480,225,2025-07-23 23:42:37.277883
1061,650,2024-06-21,135,27,249,222,2025-07-23 23:42:37.278654
1062,700,2023-08-14,10,269,461,192,2025-07-23 23:42:37.279384
1063,993,2023-03-18,37,250,493,243,2025-07-23 23:42:37.280077
1064,1483,2024-03-19,145,322,407,85,2025-07-23 23:42:37.280748
1065,678,2022-05-09,219,120,190,70,2025-07-23 23:42:37.281877
1066,929,2024-05-23,55,199,315,116,2025-07-23 23:42:37.282964
1067,161,2023-01-03,82,43,68,25,2025-07-23 23:42:37.283971
1068,751,2024-05-02,166,83,100,17,2025-07-23 23:42:37.284983
1069,410,2024-10-24,134,35,57,22,2025-07-23 23:42:37.285990
1070,474,2023-11-13,13,29,148,119,2025-07-23 23:42:37.286912
1071,758,2022-02-08,232,99,312,213,2025-07-23 23:42:37.287855
1072,1208,2023-05-01,222,61,294,233,2025-07-23 23:42:37.288966
1073,13,2022-07-01,98,288,477,189,2025-07-23 23:42:37.289929
1074,1391,2023-12-07,229,3,109,106,2025-07-23 23:42:37.290911
1075,118,2022-12-22,133,8,44,36,2025-07-23 23:42:37.291938
1076,155,2023-08-18,35,26,143,117,2025-07-23 23:42:37.292926
1077,768,2022-06-09,41,35,463,428,2025-07-23 23:42:37.293925
1078,1173,2022-10-17,18,78,164,86,2025-07-23 23:42:37.294939
1079,1415,2022-09-14,29,212,352,140,2025-07-23 23:42:37.295905
1080,646,2024-10-20,234,409,436,27,2025-07-23 23:42:37.296923
1081,394,2024-10-11,70,127,140,13,2025-07-23 23:42:37.297957
1082,1039,2024-06-12,88,290,437,147,2025-07-23 23:42:37.298955
1083,200,2024-12-04,66,152,226,74,2025-07-23 23:42:37.299933
1084,566,2023-01-07,197,174,283,109,2025-07-23 23:42:37.300906
1085,339,2022-11-23,144,120,165,45,2025-07-23 23:42:37.301875
1086,1109,2024-02-21,223,5,21,16,2025-07-23 23:42:37.302848
1087,167,2023-03-12,86,109,320,211,2025-07-23 23:42:37.303794
1088,503,2024-09-30,151,355,472,117,2025-07-23 23:42:37.304738
1089,1240,2024-06-25,66,88,329,241,2025-07-23 23:42:37.305680
1090,747,2022-01-01,121,76,108,32,2025-07-23 23:42:37.306612
1091,967,2022-09-01,148,166,403,237,2025-07-23 23:42:37.307569
1092,835,2023-07-23,115,20,209,189,2025-07-23 23:42:37.308503
1093,272,2023-04-10,201,442,457,15,2025-07-23 23:42:37.309475
1094,1417,2023-06-24,145,12,275,263,2025-07-23 23:42:37.310445
1095,1041,2022-07-20,172,165,229,64,2025-07-23 23:42:37.311392
1096,1425,2024-12-09,38,31,114,83,2025-07-23 23:42:37.312322
1097,840,2024-12-05,73,191,255,64,2025-07-23 23:42:37.313280
1098,667,2023-08-31,14,2,13,11,2025-07-23 23:42:37.314206
1099,1445,2022-01-14,181,69,264,195,2025-07-23 23:42:37.315169
1100,490,2023-12-04,217,10,15,5,2025-07-23 23:42:37.316091
1101,484,2023-11-18,107,134,275,141,2025-07-23 23:42:37.317037
1102,1400,2023-11-18,120,262,346,84,2025-07-23 23:42:37.317989
1103,362,2022-08-22,176,136,142,6,2025-07-23 23:42:37.318922
1104,421,2024-09-22,235,125,220,95,2025-07-23 23:42:37.319865
1105,1232,2024-09-27,74,3,44,41,2025-07-23 23:42:37.320852
1106,78,2023-04-12,4,13,37,24,2025-07-23 23:42:37.321817
1107,888,2024-07-30,60,146,282,136,2025-07-23 23:42:37.322807
1108,911,2022-01-03,46,61,82,21,2025-07-23 23:42:37.323741
1109,1054,2024-07-05,97,23,272,249,2025-07-23 23:42:37.324680
1110,459,2024-09-18,223,24,129,105,2025-07-23 23:42:37.325624
1111,590,2023-04-25,98,42,278,236,2025-07-23 23:42:37.326568
1112,399,2024-06-15,189,14,200,186,2025-07-23 23:42:37.327507
1113,196,2022-09-14,69,50,287,237,2025-07-23 23:42:37.328448
1114,757,2023-08-25,210,55,84,29,2025-07-23 23:42:37.329430
1115,1433,2024-01-27,22,200,231,31,2025-07-23 23:42:37.330380
1116,633,2022-01-12,68,42,157,115,2025-07-23 23:42:37.331307
1117,508,2024-02-14,28,268,299,31,2025-07-23 23:42:37.332243
1118,386,2022-04-27,78,52,247,195,2025-07-23 23:42:37.333206
1119,834,2022-05-20,35,299,498,199,2025-07-23 23:42:37.334142
1120,1086,2023-03-08,29,288,460,172,2025-07-23 23:42:37.335041
1121,1021,2024-06-21,169,205,276,71,2025-07-23 23:42:37.336008
1122,19,2024-10-27,187,257,286,29,2025-07-23 23:42:37.336943
1123,1203,2023-11-28,227,58,68,10,2025-07-23 23:42:37.337884
1124,930,2022-03-19,95,17,389,372,2025-07-23 23:42:37.338857
1125,85,2024-04-03,227,137,453,316,2025-07-23 23:42:37.339842
1126,20,2022-06-06,77,116,183,67,2025-07-23 23:42:37.340809
1127,1388,2022-04-29,171,35,47,12,2025-07-23 23:42:37.341790
1128,1358,2023-03-09,85,48,379,331,2025-07-23 23:42:37.342729
1129,1084,2022-08-09,187,132,414,282,2025-07-23 23:42:37.343689
1130,530,2024-10-19,149,29,119,90,2025-07-23 23:42:37.344662
1131,1206,2023-05-10,25,15,92,77,2025-07-23 23:42:37.345608
1132,135,2023-07-13,217,47,350,303,2025-07-23 23:42:37.346592
1133,317,2022-06-24,144,123,396,273,2025-07-23 23:42:37.347550
1134,1017,2023-04-22,14,134,197,63,2025-07-23 23:42:37.348481
1135,783,2022-12-07,228,32,124,92,2025-07-23 23:42:37.349510
1136,477,2023-10-03,128,21,165,144,2025-07-23 23:42:37.350477
1137,1128,2022-02-15,133,113,121,8,2025-07-23 23:42:37.351453
1138,1280,2023-04-07,91,56,370,314,2025-07-23 23:42:37.352436
1139,996,2022-10-21,61,266,455,189,2025-07-23 23:42:37.353415
1140,962,2024-08-06,212,19,127,108,2025-07-23 23:42:37.354344
1141,748,2024-08-10,185,197,219,22,2025-07-23 23:42:37.355307
1142,1499,2023-02-10,112,17,43,26,2025-07-23 23:42:37.356294
1143,556,2022-11-04,224,375,433,58,2025-07-23 23:42:37.357270
1144,921,2024-03-25,84,20,340,320,2025-07-23 23:42:37.358223
1145,576,2023-01-02,163,123,228,105,2025-07-23 23:42:37.359179
1146,361,2022-09-19,33,227,341,114,2025-07-23 23:42:37.360161
