sales_key,order_id,customer_key,product_key,campaign_key,date_key,quantity,unit_price,discount_amount,total_amount,location_key,payment_method_id,created_at
1256,O-7d583759,149,1233,146,6/8/2022,3,157.5,112,360.5,99,Afterpay,42:26.8
1257,O-2d9e7164,1906,1076,165,12/3/2023,3,270.65,196.92,615.03,184,Afterpay,42:26.8
1258,O-57c063da,156,362,78,19/3/2022,2,428.74,76.96,780.52,79,PayPal,42:26.8
1259,O-a4be8889,3351,423,126,8/7/2023,4,187.55,217.83,532.37,161,Cash,42:26.8
1260,O-9325d337,1177,928,104,14/5/2024,5,194.8,58.97,915.03,37,PayPal,42:26.8
1261,O-bdb7c77c,4187,1013,114,5/3/2023,3,191.2,131.27,442.33,75,Visa,42:26.8
1262,O-70e5dee4,4058,742,99,26/1/2023,2,406.78,69.57,743.99,196,Afterpay,42:26.8
1263,O-e1417695,239,1041,21,12/1/2024,4,176.99,110.22,597.74,57,Visa,42:26.8
1264,O-f3cbe4a5,988,1451,108,19/11/2023,1,268.77,60.23,208.54,19,PayPal,42:26.8
1265,O-98fd38a0,3483,461,18,4/3/2024,1,304.07,10.88,293.19,193,PayPal,42:26.8
1266,O-5723b15e,1532,1222,164,2/2/2022,4,140.84,86.67,476.69,8,PayPal,42:26.8
1267,O-8a4196ae,3010,15,95,6/10/2023,1,242.73,22.1,220.63,250,PayPal,42:26.8
1268,O-ba709384,1629,1361,106,23/11/2024,1,376.62,92.88,283.74,87,Afterpay,42:26.8
1269,O-e26ad50d,479,547,114,10/5/2023,1,195.91,47.04,148.87,100,Cash,42:26.8
1270,O-ecd739c1,1524,658,179,4/4/2022,4,461.43,252.91,1592.81,205,Afterpay,42:26.8
1271,O-05e4b8ba,1319,1039,67,27/7/2022,5,492.71,719.78,1743.77,213,PayPal,42:26.8
1272,O-d78e451c,2939,269,188,10/6/2024,3,117.15,70.25,281.2,241,Visa,42:26.8
1273,O-a2ab1c5b,4821,123,146,5/1/2022,3,44.91,37.72,97.01,238,Afterpay,42:26.8
1274,O-04bbf229,4925,1451,118,18/3/2023,4,111.37,35.64,409.84,173,Visa,42:26.8
1275,O-87cfc321,4325,1069,130,24/7/2023,1,442.57,116.96,325.61,216,Cash,42:26.8
1276,O-da8ea892,4260,102,131,15/12/2022,3,454.87,246.8,1117.81,111,Afterpay,42:26.8
1277,O-d7c82da1,1211,226,71,7/5/2023,2,11.33,2.78,19.88,230,PayPal,42:26.8
1278,O-bf6cfeaf,1207,105,94,16/7/2022,2,241.03,104.61,377.45,48,MasterCard,42:26.8
1279,O-4c300989,4566,104,134,10/3/2024,3,143.88,70.76,360.88,57,PayPal,42:26.8
1280,O-39bed085,136,899,42,6/2/2024,2,180.56,34.53,326.59,30,MasterCard,42:26.8
1281,O-d2d930c7,692,597,139,23/2/2024,3,282.07,108.04,738.17,68,MasterCard,42:26.8
1282,O-7f9746b5,2075,145,47,25/2/2023,2,226.87,7.3,446.44,119,Afterpay,42:26.8
1283,O-3568586c,3784,206,178,22/7/2022,2,201.46,52.8,350.12,139,Afterpay,42:26.8
1284,O-1e6b2fcb,158,783,11,26/9/2022,1,309.15,59.25,249.9,215,PayPal,42:26.8
1285,O-14581c0c,3316,514,197,21/6/2022,1,162.14,6.97,155.17,36,Afterpay,42:26.8
1286,O-2c3506e1,1738,1253,56,6/10/2022,3,467.69,262.48,1140.59,94,Visa,42:26.8
1287,O-2600546b,3132,801,186,12/2/2024,4,27.2,29.03,79.77,73,Visa,42:26.8
1288,O-109410d3,1070,577,31,19/9/2024,5,492.8,187.3,2276.7,23,Cash,42:26.8
1289,O-247630ff,1572,366,60,22/8/2024,4,267.75,2.59,1068.41,91,PayPal,42:26.8
1290,O-fa2b83dc,2573,1368,32,9/12/2022,1,363.09,96.16,266.93,43,Visa,42:26.8
1291,O-51b6258e,1422,1424,108,4/10/2024,2,212.97,86.95,338.99,105,PayPal,42:26.8
1292,O-3432ace6,2018,717,180,7/3/2023,3,487.19,38.66,1422.91,59,MasterCard,42:26.8
1293,O-3335367c,4459,1296,131,1/2/2022,3,443.09,55.68,1273.59,86,Cash,42:26.8
1294,O-e01eee86,2134,139,102,20/10/2022,2,203.33,44.87,361.79,75,Cash,42:26.8
1295,O-a91d6ce4,3455,1203,105,20/11/2023,1,424.65,1.93,422.72,7,Afterpay,42:26.8
1296,O-150502de,1546,682,19,7/10/2023,2,333.53,156.67,510.39,186,Afterpay,42:26.8
1297,O-83df2253,1623,1069,18,11/12/2023,5,16.8,3.84,80.16,160,MasterCard,42:26.8
1298,O-e256dd2a,1688,1142,115,8/5/2024,3,425.4,61.53,1214.67,207,MasterCard,42:26.8
1299,O-a97088d2,2493,321,113,9/4/2024,4,118.74,99.77,375.19,175,PayPal,42:26.9
1300,O-c7b5c087,2971,847,156,10/10/2022,5,55.32,51.16,225.44,20,PayPal,42:26.9
1301,O-58d6c3a0,4586,643,163,5/11/2023,5,49.05,34.28,210.97,222,Afterpay,42:26.9
1302,O-5ed01a25,3398,389,170,12/8/2022,4,379.94,84.84,1434.92,126,PayPal,42:26.9
1303,O-d2deffcf,65,1485,153,9/9/2022,4,414.63,330.6,1327.92,44,PayPal,42:26.9
1304,O-50bf5c12,1001,988,23,9/1/2022,2,154.45,85.82,223.08,172,Afterpay,42:26.9
1305,O-fa968b66,112,977,189,22/4/2022,3,486.81,96.55,1363.88,97,Cash,42:26.9
1306,O-3cbd968f,2927,815,59,27/6/2023,3,393.28,100.2,1079.64,146,Visa,42:26.9
1307,O-6baf5f70,613,850,13,19/6/2024,1,481.41,120.82,360.59,64,Cash,42:26.9
1308,O-7bbfbb02,2363,62,76,1/3/2022,2,287.26,23.5,551.02,167,Afterpay,42:26.9
1309,O-55f489b4,171,268,157,17/12/2022,4,148.9,128.04,467.56,244,Afterpay,42:26.9
1310,O-8c30bd73,2179,1212,74,8/6/2023,4,228.91,122.26,793.38,150,Visa,42:26.9
1311,O-d0eb922c,618,991,135,19/10/2023,4,77.58,14.53,295.79,17,PayPal,42:26.9
1312,O-3f939502,2030,205,132,19/9/2022,2,272.19,76.89,467.49,11,Cash,42:26.9
1313,O-75b9e2aa,1955,39,169,21/6/2023,4,388.14,88.34,1464.22,144,Visa,42:26.9
1314,O-20d634ca,143,1472,199,19/3/2024,4,246.24,89.43,895.53,91,Visa,42:26.9
1315,O-3544f8da,268,469,5,19/9/2022,5,374.2,225.3,1645.7,211,Visa,42:26.9
1316,O-0b1a5fdc,2926,91,134,1/1/2024,1,23.73,2.87,20.86,93,Afterpay,42:26.9
1317,O-324dcb3f,1195,859,55,3/5/2022,5,152.14,51.81,708.89,21,Afterpay,42:26.9
1318,O-627314ec,3340,796,84,2/9/2023,5,204.49,30.44,992.01,76,Visa,42:26.9
1319,O-fb135791,2387,1251,171,30/10/2022,4,189.65,226.24,532.36,85,Afterpay,42:26.9
1320,O-bb58a29c,3144,1309,82,21/7/2022,5,266.36,378.87,952.93,218,Cash,42:26.9
1321,O-9249ff49,514,1290,142,7/1/2024,2,138.64,42.18,235.1,176,Cash,42:26.9
1322,O-5ee80042,4786,1052,194,24/6/2022,3,141.05,83.17,339.98,24,PayPal,42:26.9
1323,O-f4967624,2696,1228,137,16/11/2022,3,313.28,70.3,869.54,160,Visa,42:26.9
1324,O-6146946f,3770,1116,174,8/8/2024,3,110.63,44.52,287.37,193,MasterCard,42:26.9
1325,O-67fe4a63,1090,565,142,16/2/2024,5,75.47,45.5,331.85,144,MasterCard,42:26.9
1326,O-cf2ad8c3,2363,390,26,15/2/2022,4,229.14,28.77,887.79,187,MasterCard,42:26.9
1327,O-aec6f0ce,4920,1043,132,25/4/2024,3,335.44,138.04,868.28,71,Visa,42:26.9
1328,O-c321ebab,2273,1444,111,10/8/2022,2,347.83,89.31,606.35,135,PayPal,42:26.9
1329,O-de8ee47e,740,527,95,11/10/2022,4,33.36,8.7,124.74,172,Afterpay,42:26.9
1330,O-3414abe1,3824,328,136,4/9/2023,3,315.67,2.63,944.38,236,Visa,42:26.9
1331,O-4b61746d,473,101,20,8/7/2023,3,100.11,14.38,285.95,52,PayPal,42:26.9
1332,O-2939c926,4000,230,199,9/9/2023,2,286.6,134.15,439.05,214,Afterpay,42:26.9
1333,O-4cde2b83,4663,734,82,25/8/2022,5,270.92,54.89,1299.71,62,Afterpay,42:26.9
1334,O-cb2644a4,2823,408,106,1/11/2022,4,31.08,16.54,107.78,94,MasterCard,42:26.9
1335,O-6aad45b0,22,1345,117,4/3/2023,2,12.77,5.83,19.71,178,Cash,42:26.9
1336,O-e5c5f9f5,559,123,47,6/8/2023,3,17.39,13.04,39.13,199,Cash,42:26.9
1337,O-6ee3f577,309,593,85,23/10/2022,3,364.54,195.81,897.81,23,Afterpay,42:26.9
1338,O-5a2d6021,4190,464,26,13/8/2023,4,60.98,61.57,182.35,144,Visa,42:26.9
1339,O-5423e572,3104,296,38,27/8/2022,2,378.97,122.01,635.93,10,Afterpay,42:26.9
1340,O-8282357e,2524,80,83,5/9/2022,1,447.9,75.51,372.39,184,PayPal,42:26.9
1341,O-c4057b88,1226,766,58,26/2/2022,4,138.52,132.36,421.72,102,Visa,42:26.9
1342,O-758d762e,4284,614,64,5/2/2023,2,241.3,13.92,468.68,154,Visa,42:26.9
1343,O-16624bf1,2263,74,194,19/10/2024,5,220.9,40.64,1063.86,170,Cash,42:26.9
1344,O-5da8333c,2112,50,8,27/5/2022,3,224.5,125.13,548.37,162,Afterpay,42:26.9
1345,O-bfe40993,1457,1193,85,12/12/2023,2,96.41,25.29,167.53,40,PayPal,42:26.9
1346,O-f5765d38,2989,741,56,29/8/2022,3,291.58,159.25,715.49,233,PayPal,42:26.9
1347,O-9efbdde9,3170,1299,193,27/11/2022,1,69.29,4.44,64.85,73,Afterpay,42:26.9
1348,O-f0f4f843,639,68,75,7/7/2022,4,407.73,389.06,1241.86,102,Visa,42:26.9
1349,O-d7b41cca,1060,292,61,10/2/2024,2,108.54,49.06,168.02,204,Visa,42:26.9
1350,O-69423897,4143,1148,168,26/6/2024,3,380.75,224.28,917.97,28,MasterCard,42:26.9
1351,O-5b3c8bee,3166,1006,66,6/1/2022,1,254.94,61.27,193.67,136,Cash,42:26.9
1352,O-ad8b82bb,3135,388,110,19/9/2024,1,92.81,23.86,68.95,7,Afterpay,42:26.9
1353,O-be25db1f,1176,997,8,6/8/2023,4,64.83,25.02,234.3,207,MasterCard,42:26.9
1354,O-341cf079,3402,254,15,10/4/2023,4,220.96,82.21,801.63,133,Visa,42:26.9
1355,O-a70b02c2,1658,1075,115,29/9/2024,3,199.87,172.46,427.15,9,Cash,42:26.9
1356,O-4082aa42,1088,187,58,17/12/2024,2,302.68,116.14,489.22,248,Afterpay,42:26.9
1357,O-77636add,3600,1084,125,19/9/2023,3,48.25,32.99,111.76,200,MasterCard,42:26.9
1358,O-720fcdbb,3622,1149,118,9/6/2024,1,455.27,86.67,368.6,96,Visa,42:26.9
1359,O-d55b06da,117,136,165,15/3/2024,3,382.57,164.6,983.11,157,Cash,42:26.9
1360,O-99a4efcd,4427,1443,34,11/6/2023,1,364.53,103.29,261.24,82,PayPal,42:26.9
1361,O-6da02e78,3847,1121,70,30/1/2024,2,237.59,40.01,435.17,50,MasterCard,42:26.9
1362,O-858350f8,1294,859,191,28/10/2022,2,307.78,37.74,577.82,69,MasterCard,42:26.9
1363,O-e2bd6ec5,51,333,27,27/9/2024,5,234.65,256.78,916.47,48,Afterpay,42:26.9
1364,O-f595dbf6,3491,929,109,24/2/2022,5,372,75.17,1784.83,93,Visa,42:26.9
1365,O-652e4455,2184,691,92,13/9/2023,1,212.04,12.03,200.01,165,Afterpay,42:26.9
1366,O-6cffc5ba,1044,1027,22,3/4/2022,3,129.45,44.69,343.66,159,PayPal,42:26.9
1367,O-775d18a7,3349,480,167,5/6/2024,2,288.96,37.38,540.54,182,Afterpay,42:26.9
1368,O-9ec7e1a4,1106,1085,94,10/1/2023,1,67.21,4.94,62.27,233,Visa,42:26.9
1369,O-540d42eb,1594,100,108,29/5/2022,5,420.61,139.65,1963.4,27,MasterCard,42:26.9
1370,O-a666eda1,2838,1050,14,23/1/2024,4,154.14,132.37,484.19,217,MasterCard,42:26.9
1371,O-1801d150,780,536,183,15/6/2022,3,284.01,74.38,777.65,59,Visa,42:26.9
1372,O-a5efe118,3649,469,135,1/11/2022,2,399.9,32.56,767.24,248,Visa,42:26.9
1373,O-c378409e,1242,846,115,5/6/2024,3,124.79,56.69,317.68,151,Visa,42:26.9
1374,O-f6bdcc79,1950,230,49,17/7/2024,2,143.4,9.95,276.85,97,PayPal,42:26.9
1375,O-6d975ebe,1602,1258,197,30/3/2023,3,337.26,236.03,775.75,23,Cash,42:26.9
1376,O-ece15faf,3807,1413,30,2/10/2024,4,413.78,351.01,1304.11,57,Cash,42:26.9
1377,O-d69d9852,255,1365,23,21/1/2023,5,201.1,233.43,772.07,108,Visa,42:27.0
1378,O-b721af14,4938,725,35,10/10/2022,1,374.65,107.62,267.03,160,Cash,42:27.0
1379,O-48f4dfda,201,571,85,2/5/2024,4,449.33,448.1,1349.22,132,PayPal,42:27.0
1380,O-1c9a9efe,3063,134,77,18/10/2022,5,491.61,165.42,2292.63,61,Afterpay,42:27.0
1381,O-88e8d0c1,3526,960,189,20/9/2022,3,351.88,100.59,955.05,120,Cash,42:27.0
1382,O-80368a5c,4782,797,110,2/2/2023,5,105.22,131.02,395.08,96,PayPal,42:27.0
1383,O-b6697203,3978,452,145,14/6/2024,3,100.23,16.73,283.96,134,MasterCard,42:27.0
1384,O-b5765bd1,3132,579,142,23/12/2022,1,18.91,5.22,13.69,135,Afterpay,42:27.0
1385,O-6f194dc1,3759,90,45,19/12/2022,3,123.57,66.98,303.73,88,PayPal,42:27.0
1386,O-cc79bbf4,1646,236,6,8/1/2024,4,480.65,196.65,1725.95,4,Visa,42:27.0
1387,O-6e722a45,2425,641,28,20/2/2024,3,73.65,42.7,178.25,113,Cash,42:27.0
1388,O-b21b11ec,3067,428,28,26/9/2023,4,360,182.31,1257.69,32,MasterCard,42:27.0
1389,O-fe1afcfc,4006,114,100,28/6/2022,5,58.47,51.53,240.82,48,Afterpay,42:27.0
1390,O-815f1fed,2855,1222,36,9/10/2022,2,361.48,128.21,594.75,76,Cash,42:27.0
1391,O-c5469552,894,719,123,30/4/2024,5,223.92,1.35,1118.25,134,MasterCard,42:27.0
1392,O-1ddd5c07,1766,451,4,8/8/2022,2,183.23,23.88,342.58,168,Cash,42:27.0
1393,O-05a7d15e,1812,89,105,15/2/2022,1,318.5,18.28,300.22,64,PayPal,42:27.0
1394,O-5b7040b4,1036,471,68,19/5/2022,5,109.78,126.06,422.84,98,Afterpay,42:27.0
1395,O-371108c1,2305,1364,160,26/3/2022,3,463.1,220.01,1169.29,69,Cash,42:27.0
1396,O-21f53464,2730,902,146,3/8/2022,5,458.53,551.81,1740.84,96,Afterpay,42:27.0
1397,O-58645cab,2608,1009,36,4/11/2024,2,383.12,147.05,619.19,106,PayPal,42:27.0
1398,O-687ddba6,925,164,169,1/6/2022,4,295.82,81.04,1102.24,36,Visa,42:27.0
1399,O-4666db15,1421,1044,27,6/10/2023,3,416.35,109.89,1139.16,115,Cash,42:27.0
1400,O-8e0a4129,79,1233,115,7/7/2023,5,455.36,27.11,2249.69,115,Cash,42:27.0
1401,O-c03ae9fe,4075,611,100,19/1/2022,2,491.67,121.71,861.63,82,MasterCard,42:27.0
1402,O-8efe2535,1252,916,27,4/11/2022,5,351.15,27.96,1727.79,144,Visa,42:27.0
1403,O-19ab122c,1859,1401,45,26/4/2024,5,383.92,314.04,1605.56,45,MasterCard,42:27.0
1404,O-8c591818,2229,97,164,29/1/2023,5,376.18,240.4,1640.5,179,MasterCard,42:27.0
1405,O-84f5586b,3374,136,137,10/3/2023,1,41.94,2.31,39.63,91,MasterCard,42:27.0
1406,O-0ea92309,401,760,189,5/4/2022,3,162.13,4.42,481.97,156,Cash,42:27.0
1407,O-790d26ac,3343,535,42,27/8/2022,1,295.83,3.33,292.5,34,PayPal,42:27.0
1408,O-be2e3492,1234,345,28,22/12/2024,1,70.16,12.7,57.46,83,Afterpay,42:27.0
1409,O-511fdb8d,4117,872,182,26/9/2022,3,343.7,296.38,734.72,59,Visa,42:27.0
1410,O-afa6c8c2,77,1458,22,8/1/2023,2,384.18,83.16,685.2,129,MasterCard,42:27.0
1411,O-0c8b459b,1842,826,191,14/1/2024,5,301.34,196.64,1310.06,96,PayPal,42:27.0
1412,O-66b17f50,3851,1280,35,6/12/2024,2,440.06,230.33,649.79,221,MasterCard,42:27.0
1413,O-3b9ad3e3,2716,433,78,20/9/2024,2,412.43,173.24,651.62,162,Visa,42:27.0
1414,O-98edc867,3103,786,171,24/8/2022,2,240.52,32.01,449.03,94,Afterpay,42:27.0
1415,O-dc1d842c,3670,27,63,6/8/2022,2,26.24,13.72,38.76,79,Afterpay,42:27.0
1416,O-9be65e18,849,358,71,11/10/2024,1,302.15,3.52,298.63,203,PayPal,42:27.0
1417,O-adc6954e,869,404,2,8/7/2023,5,235,202.8,972.2,167,Afterpay,42:27.0
1418,O-e1ad32d8,3929,120,30,26/4/2023,2,198.49,111.83,285.15,31,Cash,42:27.0
1419,O-3142ee4d,4346,522,94,21/7/2024,4,77.68,15.5,295.22,227,MasterCard,42:27.0
1420,O-bfcee0e4,1521,793,173,30/9/2022,5,459.99,250.79,2049.16,187,Cash,42:27.0
1421,O-72f34dff,3105,911,200,30/7/2023,4,55.74,34.49,188.47,80,PayPal,42:27.0
1422,O-5ab25f11,4178,196,160,17/6/2022,3,392.97,58.83,1120.08,6,MasterCard,42:27.0
1423,O-9736640a,4617,779,186,18/11/2024,1,90.6,13.39,77.21,120,Afterpay,42:27.0
1424,O-ddb8f4a2,1008,979,176,12/9/2024,4,369.27,295.57,1181.51,115,PayPal,42:27.0
1425,O-4132de76,2007,1417,26,6/6/2024,5,398.17,259.18,1731.67,88,Cash,42:27.0
1426,O-e5958e0a,4640,1446,69,21/9/2022,5,98.21,23.03,468.02,60,PayPal,42:27.0
1427,O-60a43899,3644,141,25,7/11/2023,5,133.24,195.71,470.49,146,PayPal,42:27.0
1428,O-fac3838a,929,721,200,29/12/2022,4,469.52,142.92,1735.16,142,MasterCard,42:27.0
1429,O-6f0898d1,1290,26,146,5/5/2023,2,18.13,5.45,30.81,85,Afterpay,42:27.0
1430,O-dacb6fdb,205,121,169,7/5/2024,4,495.35,555.6,1425.8,152,Cash,42:27.0
1431,O-6844d7c2,3320,1141,197,5/11/2022,4,378.06,45.08,1467.16,196,Visa,42:27.0
1432,O-a1b24c25,2791,766,25,22/7/2022,2,281.33,46.32,516.34,102,Afterpay,42:27.0
1433,O-e1e0ed42,790,489,161,28/5/2022,5,22.94,3.69,111.01,88,Afterpay,42:27.0
1434,O-39be4d4b,2395,196,76,6/10/2022,2,156.24,6.17,306.31,144,Afterpay,42:27.0
1435,O-28bbb8fe,4028,1071,198,19/5/2023,3,116.7,12.22,337.88,137,MasterCard,42:27.0
1436,O-ef973f02,4057,1137,53,18/4/2024,2,497,185.36,808.64,20,Cash,42:27.0
1437,O-df3c5803,4915,847,122,17/7/2023,1,405.08,83.67,321.41,159,PayPal,42:27.0
1438,O-5268aeaf,3602,1490,194,4/12/2022,1,379.93,10.45,369.48,162,Cash,42:27.1
1439,O-93620922,2261,1065,55,29/7/2024,3,494.64,344.33,1139.59,100,Visa,42:27.1
1440,O-b4a8a8e5,1131,1313,62,23/11/2024,5,453.88,2.49,2266.91,244,Visa,42:27.1
1441,O-824dfb7c,3903,944,198,26/1/2023,5,417.8,87.11,2001.89,48,Cash,42:27.1
1442,O-4515d986,2374,909,148,15/5/2022,2,382.6,30.45,734.75,34,MasterCard,42:27.1
1443,O-eef34076,3536,1047,181,23/5/2022,5,425.43,171.04,1956.11,207,PayPal,42:27.1
1444,O-a5434e16,4859,1376,120,8/12/2024,3,278.36,69.54,765.54,78,Visa,42:27.1
1445,O-40365ee9,813,674,112,6/2/2023,4,442.48,127.4,1642.52,116,PayPal,42:27.1
1446,O-8694e6ca,2868,1093,86,6/11/2022,1,427.58,82.5,345.08,233,Afterpay,42:27.1
1447,O-9b8e3fca,608,87,198,2/5/2024,2,106.51,47.28,165.74,104,Cash,42:27.1
1448,O-eee0f6c1,4832,491,79,7/12/2023,5,108.42,20.63,521.47,235,Visa,42:27.1
1449,O-f461e499,1562,932,123,28/2/2022,5,102.82,106.32,407.78,129,PayPal,42:27.1
1450,O-8d1a86de,2851,398,14,2/8/2022,4,35.84,11.76,131.6,67,PayPal,42:27.1
1451,O-6e161898,3682,871,62,15/8/2023,2,133.26,30.79,235.73,191,PayPal,42:27.1
1452,O-a911948a,2870,222,63,9/10/2023,4,476.47,122.35,1783.53,22,Cash,42:27.1
1453,O-9380640e,3488,34,171,20/5/2023,2,249,33.13,464.87,80,PayPal,42:27.1
1454,O-5c1d2745,2388,29,81,7/7/2023,2,392.76,198.38,587.14,75,Visa,42:27.1
1455,O-71e1bcea,117,15,38,20/4/2024,2,294.31,110.68,477.94,80,MasterCard,42:27.1
1456,O-ea32af28,1769,597,121,9/7/2022,1,251.85,42.34,209.51,20,Cash,42:27.1
1457,O-e14f0b07,177,1113,176,1/1/2022,5,456.45,86.74,2195.51,119,Afterpay,42:27.1
1458,O-78d43f7c,3242,1477,149,19/9/2024,5,247.55,38.39,1199.36,114,Afterpay,42:27.1
1459,O-5d909114,2589,938,41,9/7/2024,5,30.25,43.98,107.27,133,PayPal,42:27.1
1460,O-d4ce230d,1773,896,199,27/7/2024,3,113.48,29.38,311.06,81,MasterCard,42:27.1
1461,O-5bd9156e,3641,1097,122,29/10/2022,5,195.45,171.4,805.85,24,MasterCard,42:27.1
1462,O-1b07f7e3,4809,85,63,16/8/2023,3,271.93,222.59,593.2,228,PayPal,42:27.1
1463,O-9ffd755a,604,250,38,4/1/2024,2,417.89,2.39,833.39,101,Visa,42:27.1
1464,O-a9c9c084,1515,1001,27,19/4/2022,1,66.85,7.84,59.01,175,Visa,42:27.1
1465,O-d23baa34,3885,651,135,14/5/2022,3,322.4,38.61,928.59,79,MasterCard,42:27.1
1466,O-437ebfe1,26,354,197,18/1/2024,1,287.08,79.61,207.47,5,MasterCard,42:27.1
1467,O-66351779,2149,1409,109,8/10/2023,1,314.05,92,222.05,186,Cash,42:27.1
1468,O-d0423d28,2398,17,10,12/11/2024,1,446.64,68.99,377.65,139,PayPal,42:27.1
1469,O-f369a029,943,1169,50,27/12/2024,5,476.04,312.03,2068.17,139,Cash,42:27.1
1470,O-8d485dd7,116,1216,59,9/10/2024,3,492.13,353.9,1122.49,44,PayPal,42:27.1
1471,O-d0a19fc1,1450,42,85,27/7/2024,3,323.18,161.23,808.31,233,PayPal,42:27.1
1472,O-17526e75,367,327,11,23/7/2022,4,380.79,354.16,1169,80,MasterCard,42:27.1
1473,O-d5654344,642,1039,36,1/10/2022,4,131.13,45.38,479.14,56,Cash,42:27.1
1474,O-523cb91f,4362,87,12,27/3/2022,2,344.33,47.7,640.96,40,MasterCard,42:27.1
1475,O-958577bc,1774,837,128,12/5/2023,3,359.4,122.38,955.82,175,Cash,42:27.1
1476,O-4dfdb1d9,4953,234,88,24/4/2022,3,140.25,107.57,313.18,145,MasterCard,42:27.1
1477,O-e3237616,1465,655,170,5/6/2022,2,219.88,1.87,437.89,116,MasterCard,42:27.1
1478,O-ac87227c,2186,35,177,30/6/2022,4,21.37,0.4,85.08,126,MasterCard,42:27.1
1479,O-6004df28,2679,406,112,27/10/2023,1,449.64,80.36,369.28,189,PayPal,42:27.1
1480,O-9a35b0a1,3614,255,114,16/8/2023,1,166.03,13.06,152.97,239,MasterCard,42:27.1
1481,O-8c0442e7,4821,1038,52,13/5/2023,4,204.36,77.38,740.06,234,PayPal,42:27.1
1482,O-ff0b87c9,1026,477,150,16/12/2023,2,293.96,137.17,450.75,104,Cash,42:27.1
1483,O-11e023cc,1898,716,115,3/4/2024,4,371.87,207.86,1279.62,89,Visa,42:27.1
1484,O-7f93a9a2,4805,632,8,12/5/2024,3,128.68,18.71,367.33,41,Visa,42:27.1
1485,O-d20dcb9d,4476,253,141,2/12/2022,2,236.34,116.03,356.65,167,MasterCard,42:27.1
1486,O-816b0ec5,3197,448,133,14/10/2023,3,104.08,6.46,305.78,216,Cash,42:27.1
1487,O-8d3c0087,1344,1151,75,19/2/2023,1,400.01,41.68,358.33,40,Cash,42:27.1
1488,O-a633dffa,2799,1433,36,7/3/2022,1,328.78,22.35,306.43,239,MasterCard,42:27.1
1489,O-011dc9c8,3232,1065,144,22/12/2024,1,241.03,52.52,188.51,245,PayPal,42:27.1
1490,O-2cf85c75,1349,1239,110,26/3/2022,3,160.24,88.03,392.69,204,PayPal,42:27.1
1491,O-2c3a4e03,2552,1379,140,16/1/2023,5,339.58,117.22,1580.68,239,Visa,42:27.1
1492,O-72bb0a74,4336,739,52,26/11/2023,1,146.52,37.56,108.96,34,Cash,42:27.1
1493,O-f36b92a2,1779,1205,118,14/12/2024,3,298.67,204.53,691.48,235,Afterpay,42:27.1
1494,O-700e5884,3324,1004,34,23/9/2024,1,117.72,26.85,90.87,50,Afterpay,42:27.1
1495,O-c51255ec,3991,1165,120,27/6/2023,2,487.43,132.98,841.88,46,MasterCard,42:27.2
1496,O-0f76e89a,2086,1270,101,28/10/2024,4,134.36,114.12,423.32,172,Visa,42:27.2
1497,O-ecf6375c,2552,718,71,30/12/2022,2,277.58,130.26,424.9,14,PayPal,42:27.2
1498,O-445809c2,890,874,24,25/11/2024,5,215.82,216.83,862.27,187,PayPal,42:27.2
1499,O-73f74496,5000,300,127,24/11/2024,5,10.66,1.73,51.57,173,MasterCard,42:27.2
1500,O-039bb1e2,229,395,56,28/8/2023,5,479.86,584.68,1814.62,104,Cash,42:27.2
1501,O-74d9425b,2229,297,170,28/3/2022,1,424.39,70.62,353.77,191,MasterCard,42:27.2
1502,O-36fb444c,3563,1174,66,9/10/2023,1,356.82,105.47,251.35,134,Visa,42:27.2
1503,O-fb076fe1,4190,991,82,6/1/2024,5,480.01,655.69,1744.36,231,PayPal,42:27.2
1504,O-e0c86279,1774,1101,195,26/7/2022,2,174.55,36.16,312.94,180,Afterpay,42:27.2
1505,O-cfcfc8a6,3165,379,187,8/12/2023,2,191.83,41.66,342,223,Cash,42:27.2
1506,O-e60662d1,1739,1003,65,13/10/2022,4,338.05,17.35,1334.85,136,PayPal,42:27.2
1507,O-82c14e6a,1847,1129,92,26/2/2022,5,426.26,545.3,1586,152,PayPal,42:27.2
1508,O-fd766b90,2718,653,91,9/9/2022,2,352.93,30.51,675.35,21,Visa,42:27.2
1509,O-aa4925c5,3954,97,36,15/5/2024,3,497.55,214.3,1278.35,140,Visa,42:27.2
1510,O-bbb7c436,4323,245,127,9/6/2023,4,354.52,224.53,1193.55,244,Visa,42:27.2
1511,O-4ca7e62d,4418,383,157,6/9/2024,2,57.37,22.09,92.65,181,MasterCard,42:27.2
1512,O-9c06009f,2720,1030,52,11/1/2024,1,21.41,1.17,20.24,3,PayPal,42:27.2
1513,O-bb6e0e89,4428,658,180,10/2/2023,5,93.31,29.66,436.89,106,PayPal,42:27.2
1514,O-01ce9717,1315,724,195,31/10/2023,1,315.88,35.74,280.14,139,Cash,42:27.2
1515,O-475a5fdd,889,217,109,6/6/2023,5,108.38,99.54,442.36,51,Visa,42:27.2
1516,O-48aa9ea4,343,929,155,27/6/2024,1,41.35,6.99,34.36,147,Cash,42:27.2
1517,O-29a0e252,3425,848,62,3/10/2024,2,236.53,122.98,350.08,136,MasterCard,42:27.2
1518,O-07c28655,3782,835,189,10/6/2023,2,21.47,0.06,42.88,39,MasterCard,42:27.2
1519,O-4d5c537a,1964,1458,106,19/4/2024,3,172.87,120.53,398.08,31,Cash,42:27.2
