web_activity_key,customer_key,date_key,session_id,page_views,duration_seconds,converted,created_at
729,484,2023-11-24,2ede992a-69a9-48ff-b0a9-f059ebe16371,4,570,1,2025-07-23 23:42:39.634876
730,4868,2024-06-13,a71501e6-4cf6-45e1-aaaf-5856a5556267,4,453,1,2025-07-23 23:42:39.635409
731,76,2022-05-21,b3c83388-b4fa-40fc-9074-a5c6532dca55,7,137,1,2025-07-23 23:42:39.635957
732,2143,2023-07-22,4559a4ed-b95c-46db-8ea8-1f63104500e2,12,697,0,2025-07-23 23:42:39.636483
733,4317,2023-03-21,975fcec0-2fef-4660-b6e3-d2531af9865f,5,105,1,2025-07-23 23:42:39.637042
734,2029,2022-05-24,d8be21d0-0a47-41ce-b895-979e6d25497a,2,267,0,2025-07-23 23:42:39.637556
735,4636,2024-05-19,8a4bd6f0-f526-412e-ae7b-a826c6c0f16f,2,140,0,2025-07-23 23:42:39.638114
736,2333,2023-01-20,2fc1fb89-ee95-485c-bea5-64c5be84c1b1,6,105,0,2025-07-23 23:42:39.638626
737,4000,2022-05-16,7b202cf4-765a-48b3-929a-2cb388f70bd8,1,842,0,2025-07-23 23:42:39.639211
738,2465,2024-07-24,d2af67be-3169-4d9d-a244-a861afa1f0af,12,552,0,2025-07-23 23:42:39.639729
739,1947,2023-12-11,6b9fb324-797b-4980-88d9-da7bd396aed8,7,696,0,2025-07-23 23:42:39.640284
740,3694,2022-01-07,5ea05d44-d674-422a-a836-869d7172b531,14,164,1,2025-07-23 23:42:39.640827
741,1692,2024-04-24,d689821b-095d-4d1e-8749-215dc09fc0ee,8,92,1,2025-07-23 23:42:39.641350
742,1024,2024-01-05,7e7384ef-5a3f-468b-ab2d-6c58552aab60,6,68,0,2025-07-23 23:42:39.641886
743,868,2022-10-14,8c70877f-b500-4fbc-8a5a-02e3820d67b0,9,608,1,2025-07-23 23:42:39.642398
744,1523,2023-10-19,37b16448-5ef2-4dff-a4a5-81f76690640d,11,812,1,2025-07-23 23:42:39.642953
745,4860,2022-07-10,fcdc9e4c-ce2f-4445-98db-57fbf71c4dd8,1,558,1,2025-07-23 23:42:39.643476
746,191,2023-12-09,d9b8af79-a1c0-4621-9398-b092f7f4af71,3,643,0,2025-07-23 23:42:39.644022
747,2434,2022-01-16,1bd136f1-8370-45cd-8fdc-921062149cba,5,586,0,2025-07-23 23:42:39.644557
748,1405,2024-04-25,46b081a7-a827-467d-8640-d88687080a10,15,577,1,2025-07-23 23:42:39.645105
749,1251,2022-08-26,3ecb2246-1e74-4fb3-b96c-32b4b807d125,4,348,1,2025-07-23 23:42:39.645627
750,4189,2023-06-05,08779e60-834b-475e-ab0d-505e41269f82,9,134,0,2025-07-23 23:42:39.646181
751,3128,2024-02-22,eaa9f118-e1c0-4f22-9717-0e5a5030b5d4,7,887,1,2025-07-23 23:42:39.646687
752,2006,2022-05-02,ea4336f8-1e9c-45ff-8799-e42e52037635,14,486,1,2025-07-23 23:42:39.647532
753,699,2024-11-05,3c03fc71-ba27-4ca9-b875-ac9ebc3c70d8,11,744,1,2025-07-23 23:42:39.648181
754,3159,2024-03-29,aa0f14ae-339a-48f0-a5bd-222a6d485db9,10,700,0,2025-07-23 23:42:39.648874
755,1569,2023-12-17,2d61cd0b-98a6-4be1-9e6e-847cdfe47838,14,765,1,2025-07-23 23:42:39.649477
756,1013,2022-03-21,77a417e3-cf88-4eaa-93fd-b0c0ca7bb1ce,1,796,0,2025-07-23 23:42:39.650158
757,4124,2024-09-09,c75dc5b3-4aae-4e57-8a9c-bc4242a5db6b,9,752,1,2025-07-23 23:42:39.650780
758,637,2022-01-14,0b10f45a-bfaa-4977-8ad0-336ad782b6fb,2,223,0,2025-07-23 23:42:39.651375
759,3696,2022-07-16,f66b4fb5-7f43-456d-9e0f-e08454467488,13,327,1,2025-07-23 23:42:39.651978
760,1106,2024-01-21,aebb6b0f-49de-416c-ac28-26ddffd93fa0,1,407,0,2025-07-23 23:42:39.652549
761,4305,2022-06-15,5c11a7bf-417a-4a85-aaa9-67597420f105,7,891,0,2025-07-23 23:42:39.653175
762,4945,2023-06-05,2213dbbb-99f4-4f96-8351-eee8a247127d,6,198,0,2025-07-23 23:42:39.653785
763,3797,2024-03-14,364894cc-38ba-48ac-8ca9-8aee35e9a33a,10,642,1,2025-07-23 23:42:39.654367
764,4754,2023-07-28,a07c7eed-a522-43fe-85ba-58b9b9ea648d,10,151,0,2025-07-23 23:42:39.654989
765,4909,2022-12-16,1d9a8ea8-4215-4292-841e-e59559c143bb,7,429,0,2025-07-23 23:42:39.655581
766,4659,2024-01-05,d8090373-1561-4f0c-8b63-d00dae92861e,11,128,1,2025-07-23 23:42:39.656221
767,4961,2024-11-14,48ac4080-3fb0-4d8e-94f1-d3e0d4b8e481,2,274,1,2025-07-23 23:42:39.656805
768,3034,2024-09-01,e55c74da-5533-4c2f-9547-55fcf3da57f0,14,481,1,2025-07-23 23:42:39.657409
769,2215,2022-02-11,afe68134-7acc-4974-90e6-b21a7b5d3aaa,12,476,1,2025-07-23 23:42:39.658026
770,1281,2022-06-21,9ef8bfc5-ccd9-4fb1-9b4f-37bf4db22c20,14,185,1,2025-07-23 23:42:39.658581
771,2294,2022-01-21,e034ed23-9fbb-4791-b223-04bd6fe28872,3,397,0,2025-07-23 23:42:39.659177
772,3599,2022-05-03,101badf1-9fa3-4316-abf5-9706a3b1591d,9,58,1,2025-07-23 23:42:39.659788
773,4087,2023-05-18,c00c8163-b32e-41f3-818d-e8b604dc572c,8,281,1,2025-07-23 23:42:39.660375
774,3632,2022-09-16,f66d448b-6e4c-4793-86c5-398362697d58,1,118,0,2025-07-23 23:42:39.661264
775,2298,2024-08-30,2da8ef84-eed3-400f-9155-1d2c063de3de,5,164,1,2025-07-23 23:42:39.662237
776,4928,2023-05-25,8d643ed8-474d-4e89-953d-11941fcfaa30,6,526,0,2025-07-23 23:42:39.663046
777,1497,2024-02-18,3acc9266-81ea-4bea-aa88-98ad704255b0,11,540,0,2025-07-23 23:42:39.663641
778,4960,2022-01-18,f70b044f-cbbb-4394-a1a2-9be3230a124d,13,710,1,2025-07-23 23:42:39.664306
779,2963,2024-12-09,d6ca0414-2602-4242-aa45-a4d050530b88,9,544,1,2025-07-23 23:42:39.664923
780,3641,2024-11-04,40076eb1-5751-47fd-bd29-f04bab1c5fde,6,58,0,2025-07-23 23:42:39.665511
781,3006,2024-04-07,21e67523-3440-4e8e-a4cd-1a49dcac723a,11,270,0,2025-07-23 23:42:39.666216
782,3772,2023-01-05,02799655-94b0-4fec-9f94-144ad0ba9686,6,187,0,2025-07-23 23:42:39.666821
783,10,2023-03-30,ecc4f202-b54d-406d-8c9a-d4e226b05a18,8,842,0,2025-07-23 23:42:39.667398
784,3145,2024-03-09,38de60f5-d9ca-4a9d-9d9a-04ea1c2bf233,8,514,1,2025-07-23 23:42:39.667997
785,1381,2022-04-22,482e30fc-6588-494b-b943-83b92ac80cfc,14,862,0,2025-07-23 23:42:39.668558
786,2240,2023-03-30,79fa9ce8-1fcc-4fe7-a46d-d90dd7e79b51,12,224,0,2025-07-23 23:42:39.669339
787,848,2024-04-10,2efaa38f-1736-4c7b-8ce0-5ed56c90a367,14,186,1,2025-07-23 23:42:39.669963
788,594,2024-07-20,3e3f064a-9a33-40f7-b3b3-2b04b5c70f2b,5,638,1,2025-07-23 23:42:39.670553
789,3722,2022-01-17,f396cd87-5a28-4c76-9b69-320ec1d58f6e,14,42,0,2025-07-23 23:42:39.671171
790,3071,2024-05-14,7f31d93b-528e-4134-a19b-b16f2eacffd2,3,725,1,2025-07-23 23:42:39.671725
791,2253,2022-01-20,2a1d1c1d-b006-4019-94b9-e08ddadead24,6,266,1,2025-07-23 23:42:39.672423
792,3443,2024-04-02,3b9a5e3b-d636-42bc-a8e1-917ba26ef54c,3,357,1,2025-07-23 23:42:39.673030
793,668,2023-05-04,a2cfe560-e305-4a17-9f6a-6a500dd088cd,2,454,1,2025-07-23 23:42:39.673593
794,4193,2022-04-27,9109df46-32e5-4f98-9348-d69e0632a7b9,3,743,0,2025-07-23 23:42:39.674221
795,3543,2024-11-13,431c1935-6b07-4469-92f3-0e431df6f71b,2,84,1,2025-07-23 23:42:39.674793
796,3460,2022-07-13,0727d1a8-83a8-411b-849d-18377c94e152,12,734,0,2025-07-23 23:42:39.675383
797,2178,2024-01-30,bda9a6f2-07a6-4881-bac6-c3d26cff117b,7,338,0,2025-07-23 23:42:39.675970
798,3539,2024-12-08,a325c1bb-5137-4e43-844c-1122fbfa9cd0,9,118,1,2025-07-23 23:42:39.676535
799,1966,2023-03-25,8424acea-ea44-484e-9862-5507daaacc62,6,729,0,2025-07-23 23:42:39.677149
800,983,2022-02-15,6a72da38-4ac9-402d-88a0-c4e7bb6b713e,3,595,0,2025-07-23 23:42:39.677703
801,915,2023-01-15,8b947c14-c8b8-41ed-9825-e3f784b467d4,9,396,1,2025-07-23 23:42:39.678347
802,1920,2023-09-18,85b12f26-a1c4-44cf-b3ac-c2c6f97ffa1b,15,414,1,2025-07-23 23:42:39.678948
803,4492,2022-07-17,18e4b917-de43-4e6f-99d6-8d77339c8054,3,782,1,2025-07-23 23:42:39.679518
804,3125,2023-06-25,feed73b9-1216-4d97-a4da-44e966e1e365,7,628,1,2025-07-23 23:42:39.680115
805,1498,2022-10-04,028f9b5a-743d-48be-95a8-b9f8b537d38e,15,680,1,2025-07-23 23:42:39.680665
806,535,2022-09-03,6551c94d-d4a5-452c-abae-876728dc83be,13,140,0,2025-07-23 23:42:39.681283
807,1741,2022-09-17,3b9e9e3a-8af1-44ef-b37d-a3943e65250c,11,699,1,2025-07-23 23:42:39.681866
808,470,2024-10-14,4637a4e1-357d-419e-b4a0-b8ef8f67bafa,4,225,1,2025-07-23 23:42:39.682447
809,181,2024-06-13,cd5ef35d-b4c3-432c-a30a-b970b2212660,9,164,0,2025-07-23 23:42:39.683114
810,1026,2023-04-11,b353b65d-1167-40b6-ae59-2f8bb3bb58c8,11,56,1,2025-07-23 23:42:39.683683
811,2667,2024-01-25,6d4d6e71-ec2f-4980-8265-8695ae98318a,6,39,0,2025-07-23 23:42:39.684277
812,420,2022-12-19,9f206730-a2b5-4150-9d72-cb296a0a8cf1,3,672,1,2025-07-23 23:42:39.684863
813,1110,2024-06-10,9299f9a4-0f4b-4336-b897-6884e5b3ff0e,3,421,1,2025-07-23 23:42:39.685439
814,1343,2024-09-07,5e1ef871-bc9f-4f92-9524-a96b29fb663c,2,239,1,2025-07-23 23:42:39.686028
815,2126,2023-02-18,25e74c3b-ce7c-42ca-95c4-84d8466b7210,4,276,1,2025-07-23 23:42:39.686590
816,4025,2022-01-18,df1c0e08-fa64-45d0-a83f-9a1bf1d140e9,15,582,1,2025-07-23 23:42:39.687436
817,2424,2023-04-20,97ff125a-131a-456a-9a19-673c2ca502af,4,603,0,2025-07-23 23:42:39.688088
818,967,2024-03-09,223434ff-d812-451a-b247-bab9d0930105,8,142,0,2025-07-23 23:42:39.688897
819,4047,2024-02-23,fcce399f-c5dd-47d4-bf4b-586884cb456d,15,731,1,2025-07-23 23:42:39.689644
820,4339,2024-09-22,b16688d1-82c5-41aa-b8bf-44d4d5d655df,11,883,1,2025-07-23 23:42:39.690450
821,3049,2024-08-14,c948cc05-1f31-436b-ba42-c8e4c8e6af47,10,720,0,2025-07-23 23:42:39.691254
822,4311,2022-01-01,9cc56e29-66b3-4f53-b6bc-740953382825,14,336,0,2025-07-23 23:42:39.692046
823,402,2022-07-18,18fa57d8-d9ef-4f1a-89bd-e6ff7b6c6118,10,892,1,2025-07-23 23:42:39.692791
824,3702,2023-12-21,86e5751a-7a04-4b34-b98d-a23b820d80de,1,82,0,2025-07-23 23:42:39.693603
825,3476,2024-02-23,b36c63c5-164b-4fc6-9f06-49e19b349ddb,14,625,0,2025-07-23 23:42:39.694429
826,2419,2022-03-30,5abf119d-f2ae-4219-99de-5b2775b114c6,15,369,0,2025-07-23 23:42:39.695226
827,705,2023-02-21,298ceed1-1625-42f8-a65d-41ae87c8935a,10,152,1,2025-07-23 23:42:39.696026
828,475,2023-08-13,3a17c742-3edf-4cf7-810a-6048db437462,7,84,1,2025-07-23 23:42:39.696795
829,827,2024-03-02,a72a7704-120e-4774-ad97-c4245d27b61a,5,799,0,2025-07-23 23:42:39.697570
830,312,2023-11-19,c834f0d3-608f-48b6-bf66-b53e0d58a063,10,93,1,2025-07-23 23:42:39.698381
831,3120,2024-02-08,2fef67ea-2074-4d71-933b-83941c0e408f,7,331,0,2025-07-23 23:42:39.699170
832,4185,2023-03-28,b5fd4c59-f7bf-41b4-88fb-2f0b3b4ef6c2,2,342,1,2025-07-23 23:42:39.699943
833,1027,2024-11-25,76ba5f82-50fa-4e35-8814-f62a864d3bd6,15,138,0,2025-07-23 23:42:39.700692
834,1552,2022-12-30,04ae59fc-6ae2-4572-8897-bb9556c4b6a0,10,567,1,2025-07-23 23:42:39.701440
835,431,2024-07-27,c1bfac8c-c750-4e55-a09c-bbcdec9d3fbb,14,831,1,2025-07-23 23:42:39.702246
836,641,2023-12-24,df70c991-f829-489a-a297-58a238379d21,1,537,1,2025-07-23 23:42:39.702993
837,4946,2023-07-03,0abc10ce-1736-4c0d-8c49-907839699091,8,838,1,2025-07-23 23:42:39.703534
838,4269,2022-10-22,d43d04d8-5486-4ec7-82ef-d5995dbb7e11,5,791,0,2025-07-23 23:42:39.704322
839,800,2022-10-21,06ae498b-d594-4748-b62c-c6bf3f3144e9,12,495,1,2025-07-23 23:42:39.705069
840,2689,2022-02-04,97c0e20f-ff59-4f45-aa5a-46e5ae5400d3,4,257,0,2025-07-23 23:42:39.705635
841,1935,2024-05-07,96ebcc20-de12-4e76-acc6-357b86998c7a,3,311,1,2025-07-23 23:42:39.706256
842,1588,2022-08-05,1fb34317-cc78-4fe5-9d3e-afac065ae388,1,85,1,2025-07-23 23:42:39.706840
843,4046,2024-11-04,f97fe8e0-a5c4-4fb9-b466-92a0adf71df6,1,808,1,2025-07-23 23:42:39.707384
844,3211,2023-06-02,70f6f30f-ec5f-4463-8bf5-57e1976ff803,11,706,1,2025-07-23 23:42:39.707965
845,1070,2023-08-03,fb544785-077e-41b3-8f1f-5e98fa9753e3,11,753,0,2025-07-23 23:42:39.708543
846,1015,2022-01-01,a589bad1-2377-4a2c-b267-51b7764cc8fc,5,729,1,2025-07-23 23:42:39.709143
847,3249,2023-09-23,36dfd669-8cb9-488e-b400-5203b18be88d,4,625,1,2025-07-23 23:42:39.709685
848,1047,2023-12-09,bff9f999-f10c-41ce-8d35-3d7d76fca842,7,493,1,2025-07-23 23:42:39.710239
849,2874,2022-05-21,78a4e674-b55b-49f0-9cd7-4f58af355e0a,12,317,1,2025-07-23 23:42:39.710785
850,1260,2024-11-26,047d006b-ebe1-4ed6-ba59-102280b3b427,2,271,0,2025-07-23 23:42:39.711314
851,270,2024-08-04,3ebfd251-13d1-450b-bd59-32d6255cd91b,11,681,1,2025-07-23 23:42:39.711892
852,2462,2024-10-12,5756d0f5-0313-4bfc-81af-30a63bbeaf98,13,588,1,2025-07-23 23:42:39.712424
853,260,2022-05-05,1ed8211e-985d-45a1-8804-236dd3d53c8c,4,619,0,2025-07-23 23:42:39.713018
854,257,2024-02-09,61c8ae7d-f08c-49ef-95c3-46607374e129,14,68,1,2025-07-23 23:42:39.713783
855,2638,2022-02-24,d2fe8f43-18cb-41c4-ba2b-9ee9d8cbbda2,5,181,1,2025-07-23 23:42:39.714533
856,399,2024-09-21,f82d90ca-8338-46b8-b589-237e32efb155,12,394,1,2025-07-23 23:42:39.715348
857,2038,2024-04-09,51458aed-2f11-4487-bfbb-3e80efc9736e,7,38,0,2025-07-23 23:42:39.716151
858,4339,2023-06-14,308f0478-52a0-46e4-83e5-fb14192fc4da,9,448,1,2025-07-23 23:42:39.717201
859,2271,2023-06-19,1c5e7ced-ceda-40b8-a041-d4663dc7dcd6,3,789,1,2025-07-23 23:42:39.718048
860,634,2022-03-12,8186db7d-c0e6-4249-a2d9-02d6084d2eeb,7,596,0,2025-07-23 23:42:39.718880
861,1800,2024-12-26,67b73ba4-fc37-490a-88de-9ec62e11e167,8,522,1,2025-07-23 23:42:39.719657
862,2757,2024-03-05,0038064d-706d-4188-a4b0-8f5533646be4,6,505,0,2025-07-23 23:42:39.720449
863,4218,2024-09-27,19700e52-c167-4abc-b998-fb380da8f6b4,14,231,0,2025-07-23 23:42:39.721291
864,1494,2024-01-29,86c58591-919e-4245-9b20-cf46e46209be,4,218,0,2025-07-23 23:42:39.722086
865,661,2024-07-22,dae073ab-7764-46a2-bf45-1af7f70c2eac,2,521,1,2025-07-23 23:42:39.723120
866,4955,2023-08-17,f9fb77ca-8a2b-4ee2-beb5-0ff834c2fe6c,11,900,1,2025-07-23 23:42:39.723969
867,1614,2023-12-22,d9678e95-8513-405f-ba54-629e400ce909,13,436,0,2025-07-23 23:42:39.724731
868,916,2022-08-13,115e9f99-fbe2-41e3-ac71-563789a3228c,11,526,0,2025-07-23 23:42:39.725736
869,4281,2024-03-19,e93e8618-b97e-4e9d-8ac6-fed84a93dc22,8,140,0,2025-07-23 23:42:39.726638
870,2637,2024-07-06,e9f21731-700d-4508-b45e-5f3276cd7b09,14,524,0,2025-07-23 23:42:39.727553
871,837,2022-12-22,163a724c-39ce-457f-aecf-9b5aed3d9459,4,545,1,2025-07-23 23:42:39.728532
872,2388,2022-04-23,eda324c3-08e2-4d36-8d6d-290b398c519e,10,254,0,2025-07-23 23:42:39.729569
873,4660,2024-12-13,029e4bb1-6ac6-4c2a-bc43-473479678e04,4,108,1,2025-07-23 23:42:39.730281
874,777,2023-07-12,8869c3f5-9fb8-4125-bb16-20fba86709dc,15,789,1,2025-07-23 23:42:39.730861
875,4981,2022-08-12,0ba0673b-2bd1-405d-b784-f7013137332d,1,211,0,2025-07-23 23:42:39.731397
876,1549,2024-05-04,8063162a-7be7-4fab-9781-9c2bbe3c2c5b,9,33,0,2025-07-23 23:42:39.731989
877,2827,2024-11-20,040045ac-feac-427b-941f-3841502ee4be,8,793,0,2025-07-23 23:42:39.732502
878,821,2023-06-26,a9457f34-45cd-4ef6-a9a8-6ea37d2e630b,5,897,0,2025-07-23 23:42:39.733049
879,2686,2023-11-06,f64ed66a-aaaf-4a26-98bf-b3efca5b606f,13,234,0,2025-07-23 23:42:39.733571
880,4342,2022-08-04,87b76ece-a9e2-4033-b0f3-bfbd48a44391,10,65,0,2025-07-23 23:42:39.734119
881,3640,2023-09-13,3f925ee7-8606-467f-af5b-7ac730d74918,11,394,0,2025-07-23 23:42:39.734629
882,334,2022-12-14,868e8a36-8d88-440d-b76b-19f4f40e3f68,8,733,1,2025-07-23 23:42:39.735180
883,1331,2024-01-30,0b0dfdca-6c83-4f6f-9448-ed45c5ba4e0c,12,891,0,2025-07-23 23:42:39.735688
884,4926,2023-08-25,1c883b34-ab3a-471e-bd6f-b4ec811bded5,15,587,0,2025-07-23 23:42:39.736240
885,3077,2023-11-16,00b2c423-9b6b-408a-937c-29b539323b71,1,348,0,2025-07-23 23:42:39.736801
886,1367,2024-07-31,aafc24d6-13b4-421a-aafb-c701a860b2ae,6,822,0,2025-07-23 23:42:39.737356
887,1918,2022-04-21,4ec49164-1c5b-4767-802d-3b341fde7bc0,12,501,0,2025-07-23 23:42:39.737901
888,2701,2023-09-21,ac4df6ca-8e24-460a-a584-a8ff7098b8b5,14,591,0,2025-07-23 23:42:39.738541
889,4875,2024-10-17,02bd9216-bc60-4e95-ba2c-a59ac6d804d3,1,40,1,2025-07-23 23:42:39.739371
890,3019,2022-04-16,9ba5038f-a279-48d5-a8c6-3426b36e05ca,4,553,0,2025-07-23 23:42:39.740174
891,326,2024-04-04,e96ed151-9957-4f53-b3c2-111fd8b0f600,14,158,0,2025-07-23 23:42:39.740962
892,640,2022-05-27,e76e0464-1774-4b0d-b195-d2828e4cd205,1,351,0,2025-07-23 23:42:39.741707
893,704,2022-12-16,399500e2-d049-4706-b301-ac1f04941fd3,6,281,0,2025-07-23 23:42:39.742482
894,2483,2023-01-31,a9c01994-fdb5-4a8d-890f-cc33ddbb1557,1,503,0,2025-07-23 23:42:39.743270
895,4916,2022-12-16,0904bb12-65d9-48c0-bc7f-a84a5c45b530,8,120,0,2025-07-23 23:42:39.744055
896,3843,2023-10-18,a7be6aac-3be5-4a3e-b6aa-0ec744f62705,6,666,0,2025-07-23 23:42:39.744834
897,959,2022-06-27,cecdd662-6f6a-4270-a296-2f55afca8b9f,6,573,1,2025-07-23 23:42:39.745580
898,2136,2024-02-06,a5f22049-c4b2-41bb-b546-274bd5ae8cfd,8,252,1,2025-07-23 23:42:39.746375
899,3167,2024-05-27,461f689d-116e-468e-96a6-472eb5b47ebe,10,226,1,2025-07-23 23:42:39.747165
900,708,2022-12-04,09ec83be-8e0c-4ebe-bd7f-7472d227f98e,8,41,1,2025-07-23 23:42:39.747932
901,2489,2022-06-03,dabe20fd-bddf-4f80-9369-1a01ea4888fc,1,526,0,2025-07-23 23:42:39.748702
902,1302,2023-12-26,5a6d9c04-3f52-4107-959c-820780ab0273,3,454,0,2025-07-23 23:42:39.749449
903,1097,2024-10-18,d6f7bc19-3a54-4d86-a3bf-70b99d0110f9,11,397,1,2025-07-23 23:42:39.750066
904,3626,2022-06-19,6b306549-86ae-49a0-a8f3-970d7bd239c7,10,896,0,2025-07-23 23:42:39.750607
905,1809,2023-02-28,4e08c892-d15c-4a74-bfe9-01eaa85728d1,12,466,1,2025-07-23 23:42:39.751168
906,3575,2024-09-16,f7b85f7b-67a1-4215-89d2-fc2ab716549c,14,521,1,2025-07-23 23:42:39.751680
907,432,2024-06-11,ce47f7f4-cd60-4a4f-a982-1ffc484bb238,11,447,1,2025-07-23 23:42:39.752226
908,3440,2023-08-30,17d36d90-d165-486c-9194-c8546be19e86,10,290,0,2025-07-23 23:42:39.752746
909,805,2022-10-23,8e14edde-be81-4f4c-963f-e54c9337d1ca,7,695,0,2025-07-23 23:42:39.753316
910,544,2023-06-18,14dcfb33-72bb-4603-8cbc-d89fcc9a359d,14,772,0,2025-07-23 23:42:39.753857
911,3744,2022-02-05,c4eadabe-271a-46c3-90d3-65e93831555e,8,736,0,2025-07-23 23:42:39.754373
912,3638,2024-06-19,28b1a1d5-ace4-475b-b417-8fa7dd7e34c2,10,697,1,2025-07-23 23:42:39.754924
913,2604,2023-06-10,b06342f4-2478-48b1-a640-d1d95f63ac94,6,416,0,2025-07-23 23:42:39.755439
914,1003,2024-01-15,46de2373-46b7-4705-b5e3-bf5d3d6111ca,15,722,0,2025-07-23 23:42:39.756035
915,1591,2023-07-27,47eaae5a-218c-4f67-a830-cad05a46c913,7,152,1,2025-07-23 23:42:39.756575
916,611,2022-12-22,134da7c9-d625-460a-babd-da98dca0076a,10,91,0,2025-07-23 23:42:39.757124
917,2739,2022-01-25,2d18b8f8-40df-4c2b-a6bf-3f0f3c11784e,8,555,0,2025-07-23 23:42:39.757642
918,1300,2024-10-24,d94d1728-70da-4b12-b988-3fd0d327510c,8,88,1,2025-07-23 23:42:39.758198
919,4414,2023-03-13,0a177f59-caf1-471a-a76c-c0a5321902ae,11,757,0,2025-07-23 23:42:39.758709
920,1584,2024-01-03,779e485e-d932-4371-b16b-c28b034374d9,14,106,0,2025-07-23 23:42:39.759369
921,1607,2022-12-31,9d42a236-ca17-48d5-9877-a96ee83e9eb6,2,481,1,2025-07-23 23:42:39.759909
922,809,2024-06-18,64ee7cff-2d8f-4bdd-94d0-8bd0af42e2e4,12,860,0,2025-07-23 23:42:39.760436
923,4882,2022-05-02,631ba7ad-910a-4dcb-9851-18c2b4150247,8,396,1,2025-07-23 23:42:39.760982
924,3936,2023-05-04,fbd72de4-e005-4d35-8ca3-25ebd14ad262,11,280,1,2025-07-23 23:42:39.761507
925,2938,2022-12-26,79353abe-1b68-4163-ad32-bef7345f4a6e,10,820,0,2025-07-23 23:42:39.762060
926,2941,2022-09-01,22204403-2e5f-4a8d-8fc6-7580d26d698b,6,679,1,2025-07-23 23:42:39.762587
927,1090,2022-12-10,554b43c8-a1a1-4f7f-a9cb-3e1f4f4a3837,7,469,1,2025-07-23 23:42:39.763129
928,4599,2023-08-17,26538b5a-529c-4031-a690-1ea9f724d36e,15,258,1,2025-07-23 23:42:39.763662
929,3032,2024-06-16,1fae8d88-a162-415b-b67b-8c0081285ce7,1,432,0,2025-07-23 23:42:39.764217
930,4831,2022-12-31,31b168ca-bbfa-41da-904a-e2c5d50674fc,1,201,0,2025-07-23 23:42:39.764721
931,4101,2022-05-25,7dd3e792-5a1d-4b77-9a6f-c58d000faaa0,2,732,0,2025-07-23 23:42:39.765267
932,1789,2022-02-03,3a1d6907-188b-4e2c-83e2-28bedbc9d92f,14,731,1,2025-07-23 23:42:39.765808
933,3077,2023-06-07,b689a2ed-5906-4f14-8c55-9fdc8dce80c5,14,43,0,2025-07-23 23:42:39.766325
934,2650,2022-07-12,faf0f43e-6508-4139-8eed-d2c70dbc0fbf,5,871,1,2025-07-23 23:42:39.766857
935,4014,2023-08-28,d13832d9-0181-4f5c-82ae-be7d2c8b9997,5,91,1,2025-07-23 23:42:39.767365
936,3423,2023-05-18,3b2caedc-902f-4523-b28c-b43b0d07b914,11,607,0,2025-07-23 23:42:39.767897
937,416,2022-07-14,60b61a3a-99f2-4087-b393-5141cc8341c2,1,68,0,2025-07-23 23:42:39.768408
938,3410,2024-08-15,c82c1214-2069-4e4b-bdf7-7d15f2104954,11,367,0,2025-07-23 23:42:39.768982
939,3251,2023-09-02,ba9ce9d3-feb6-468f-bd79-7ffc6eba85fc,12,541,0,2025-07-23 23:42:39.769507
940,401,2023-01-25,a44e3fd0-a2fe-4ab8-8f06-fdd4bcf74b1d,11,283,0,2025-07-23 23:42:39.770054
941,4999,2024-11-26,a010ed7f-4cee-4cf0-8623-8ab4dfad39de,12,862,0,2025-07-23 23:42:39.770555
942,1246,2024-11-14,7b7c9fda-3571-4815-945b-ca3570d3662a,8,265,1,2025-07-23 23:42:39.771096
943,3563,2024-01-29,9bec4e8d-61f3-43b1-851a-1969527b2429,15,39,1,2025-07-23 23:42:39.771600
944,3057,2022-09-09,89006340-5e00-4bf4-8a11-75c852c824c2,9,721,0,2025-07-23 23:42:39.772139
945,1165,2022-11-06,e32aed8f-f7d2-495c-a866-91f969310563,2,259,0,2025-07-23 23:42:39.772652
946,510,2024-06-10,1968352b-c631-4cf3-8e0e-d82997be16f3,3,460,0,2025-07-23 23:42:39.773202
947,2671,2024-03-29,862a7182-fef3-4691-a317-e0d7d865904a,3,418,0,2025-07-23 23:42:39.773713
948,2645,2024-02-04,b133ba72-57eb-47f0-8d6d-cdacccc63c65,5,810,1,2025-07-23 23:42:39.774249
949,197,2023-01-22,b490f9e4-469e-4252-b88b-3c2506fbd1c2,2,877,0,2025-07-23 23:42:39.774776
950,527,2022-02-23,6b2a77ce-440b-49c5-b58b-384fc76a0262,4,661,1,2025-07-23 23:42:39.775309
951,3047,2023-02-08,127a2bbd-58bf-434b-8019-5bf93b2c3c58,1,92,1,2025-07-23 23:42:39.775840
952,4515,2024-07-19,ab6885a7-9578-48af-8ada-86f7e8007ea4,9,84,1,2025-07-23 23:42:39.776351
953,3384,2022-07-18,dd7dec0a-3e27-4558-ad35-354ae64019ed,13,671,1,2025-07-23 23:42:39.776884
954,2138,2022-03-29,b4568c3a-f436-4d6b-98ff-9572e86f32ed,14,454,0,2025-07-23 23:42:39.777397
955,787,2024-11-13,66edfd64-9b7d-4a81-8d22-d6c70299765a,13,652,1,2025-07-23 23:42:39.777929
956,2169,2024-06-04,670297c9-8645-47a4-96e8-fe4a21ac2fc5,10,760,0,2025-07-23 23:42:39.778440
