shipment_key,sales_key,warehouse_key,shipment_date,delivery_date,delay_days,shipping_cost,created_at
706,2495,19,2022-07-31,2022-08-05,5,42.23,2025-07-23 23:42:42.167213
707,1131,19,2024-08-29,2024-09-02,4,36.54,2025-07-23 23:42:42.168904
708,595,15,2024-01-22,2024-01-25,3,40.16,2025-07-23 23:42:42.170579
709,239,1,2024-11-04,2024-11-05,1,44.52,2025-07-23 23:42:42.172445
710,771,18,2022-04-22,2022-04-26,4,18.7,2025-07-23 23:42:42.174268
711,4749,11,2024-04-24,2024-04-27,3,29.21,2025-07-23 23:42:42.176017
712,3899,13,2024-04-11,2024-04-13,2,46.07,2025-07-23 23:42:42.177789
713,4175,14,2023-02-14,2023-02-16,2,8.52,2025-07-23 23:42:42.179539
714,3912,20,2023-09-14,2023-09-18,4,8.93,2025-07-23 23:42:42.181514
715,3372,13,2024-06-07,2024-06-08,1,9.53,2025-07-23 23:42:42.183252
716,3320,17,2022-02-19,2022-02-23,4,17.33,2025-07-23 23:42:42.184990
717,934,7,2023-02-01,2023-02-03,2,46.21,2025-07-23 23:42:42.186204
718,2661,6,2024-02-13,2024-02-16,3,25.9,2025-07-23 23:42:42.187372
719,94,2,2024-04-27,2024-05-01,4,26.9,2025-07-23 23:42:42.188540
720,1938,12,2022-10-18,2022-10-18,0,20.03,2025-07-23 23:42:42.189720
721,4420,16,2024-03-09,2024-03-11,2,32.57,2025-07-23 23:42:42.191493
722,3405,14,2022-03-12,2022-03-14,2,13.42,2025-07-23 23:42:42.192880
723,362,14,2022-09-21,2022-09-25,4,46.1,2025-07-23 23:42:42.194270
724,760,12,2023-03-01,2023-03-01,0,25.97,2025-07-23 23:42:42.195618
725,4356,12,2024-04-10,2024-04-13,3,35.69,2025-07-23 23:42:42.196995
726,1523,1,2024-03-21,2024-03-26,5,37.88,2025-07-23 23:42:42.198372
727,3145,14,2023-06-13,2023-06-16,3,40.61,2025-07-23 23:42:42.199693
728,1022,3,2024-11-25,2024-11-25,0,23.12,2025-07-23 23:42:42.201026
729,2290,15,2023-12-24,2023-12-26,2,42.28,2025-07-23 23:42:42.202381
730,1597,11,2024-10-14,2024-10-14,0,27.23,2025-07-23 23:42:42.203749
731,3579,12,2024-08-14,2024-08-19,5,34.97,2025-07-23 23:42:42.205153
732,3908,1,2022-04-22,2022-04-26,4,41.68,2025-07-23 23:42:42.206491
733,2750,13,2024-10-22,2024-10-25,3,37.25,2025-07-23 23:42:42.207860
734,717,12,2022-01-25,2022-01-29,4,13.95,2025-07-23 23:42:42.209270
735,1122,5,2023-10-30,2023-10-30,0,16.86,2025-07-23 23:42:42.210629
736,327,2,2023-01-03,2023-01-05,2,48.19,2025-07-23 23:42:42.211945
737,1736,9,2023-03-10,2023-03-13,3,23.15,2025-07-23 23:42:42.213290
738,2275,10,2024-04-21,2024-04-26,5,25.97,2025-07-23 23:42:42.214648
739,4680,1,2024-01-18,2024-01-21,3,9.43,2025-07-23 23:42:42.216209
740,3533,12,2023-12-22,2023-12-25,3,27.85,2025-07-23 23:42:42.217327
741,3581,17,2024-08-20,2024-08-20,0,18.49,2025-07-23 23:42:42.218473
742,4002,17,2024-01-15,2024-01-16,1,41.88,2025-07-23 23:42:42.219590
743,2327,19,2023-06-19,2023-06-19,0,43.08,2025-07-23 23:42:42.220698
744,4036,15,2024-12-19,2024-12-23,4,37.68,2025-07-23 23:42:42.221839
745,2974,14,2024-04-19,2024-04-23,4,34.19,2025-07-23 23:42:42.222972
746,628,15,2023-11-13,2023-11-18,5,21.7,2025-07-23 23:42:42.224111
747,27,2,2022-03-12,2022-03-12,0,47.55,2025-07-23 23:42:42.225265
748,4095,8,2024-08-06,2024-08-09,3,37.31,2025-07-23 23:42:42.226392
749,2080,12,2024-02-20,2024-02-23,3,5.79,2025-07-23 23:42:42.227534
750,1376,8,2024-10-03,2024-10-04,1,30.98,2025-07-23 23:42:42.228683
751,1571,18,2024-08-01,2024-08-04,3,42.05,2025-07-23 23:42:42.229851
752,2014,17,2022-05-02,2022-05-04,2,49.66,2025-07-23 23:42:42.231016
753,2287,13,2022-04-15,2022-04-18,3,43.44,2025-07-23 23:42:42.232169
754,2061,11,2022-10-09,2022-10-14,5,5.99,2025-07-23 23:42:42.233317
755,117,6,2024-06-11,2024-06-11,0,25.07,2025-07-23 23:42:42.234924
756,4848,14,2023-07-18,2023-07-19,1,41.07,2025-07-23 23:42:42.236275
757,1118,19,2022-06-13,2022-06-16,3,20.6,2025-07-23 23:42:42.237594
758,3045,19,2022-02-07,2022-02-09,2,33.99,2025-07-23 23:42:42.238893
759,3192,19,2024-09-17,2024-09-22,5,41.42,2025-07-23 23:42:42.240151
760,4961,20,2024-08-24,2024-08-25,1,37.5,2025-07-23 23:42:42.241500
761,1254,9,2022-03-26,2022-03-28,2,44.32,2025-07-23 23:42:42.243014
762,1515,8,2023-06-08,2023-06-09,1,16.47,2025-07-23 23:42:42.244568
763,3198,13,2024-04-26,2024-04-28,2,24.17,2025-07-23 23:42:42.246150
764,2754,13,2023-06-01,2023-06-06,5,7.41,2025-07-23 23:42:42.247665
765,3779,13,2023-03-04,2023-03-07,3,25.98,2025-07-23 23:42:42.249240
766,235,1,2023-09-18,2023-09-23,5,40.9,2025-07-23 23:42:42.250931
767,2940,16,2022-11-20,2022-11-22,2,12.4,2025-07-23 23:42:42.252509
768,4243,19,2023-10-08,2023-10-13,5,30.63,2025-07-23 23:42:42.254064
769,720,5,2024-02-03,2024-02-06,3,34.49,2025-07-23 23:42:42.255629
770,4050,13,2024-11-26,2024-11-29,3,12.75,2025-07-23 23:42:42.257174
771,1025,8,2023-11-13,2023-11-15,2,34.25,2025-07-23 23:42:42.258674
772,3903,20,2023-04-20,2023-04-23,3,30.89,2025-07-23 23:42:42.260236
773,1364,4,2022-02-25,2022-02-26,1,24.34,2025-07-23 23:42:42.261889
774,1319,2,2022-11-02,2022-11-02,0,20.46,2025-07-23 23:42:42.263399
775,3898,6,2022-09-20,2022-09-20,0,13.78,2025-07-23 23:42:42.264964
776,3212,6,2022-01-31,2022-02-04,4,46.66,2025-07-23 23:42:42.266492
777,2437,20,2023-12-18,2023-12-20,2,34.63,2025-07-23 23:42:42.268043
778,3709,3,2022-10-19,2022-10-20,1,9.45,2025-07-23 23:42:42.269679
779,658,10,2024-05-30,2024-06-03,4,32.52,2025-07-23 23:42:42.271637
780,2214,4,2024-11-02,2024-11-03,1,25.23,2025-07-23 23:42:42.273202
781,239,19,2024-11-03,2024-11-07,4,45.55,2025-07-23 23:42:42.274721
782,3902,12,2022-05-16,2022-05-20,4,35.11,2025-07-23 23:42:42.276323
783,443,7,2024-07-21,2024-07-23,2,40.89,2025-07-23 23:42:42.277848
784,550,16,2024-06-25,2024-06-27,2,10.42,2025-07-23 23:42:42.279405
785,3047,18,2023-11-20,2023-11-24,4,15.65,2025-07-23 23:42:42.281050
786,1106,9,2022-02-24,2022-02-28,4,46.13,2025-07-23 23:42:42.282664
787,963,18,2022-04-12,2022-04-16,4,42.47,2025-07-23 23:42:42.284212
788,2565,6,2023-07-04,2023-07-08,4,48.13,2025-07-23 23:42:42.285724
789,2060,11,2024-03-12,2024-03-16,4,42.58,2025-07-23 23:42:42.287282
790,2324,11,2024-06-17,2024-06-17,0,46.01,2025-07-23 23:42:42.288849
791,2280,13,2024-06-18,2024-06-21,3,17.15,2025-07-23 23:42:42.290371
792,2488,4,2022-04-26,2022-04-26,0,16.92,2025-07-23 23:42:42.291920
793,3715,17,2024-11-25,2024-11-28,3,23.03,2025-07-23 23:42:42.293527
794,1916,10,2024-06-02,2024-06-03,1,14.07,2025-07-23 23:42:42.295073
795,4845,10,2024-01-12,2024-01-13,1,6.7,2025-07-23 23:42:42.296587
796,1317,7,2022-05-04,2022-05-05,1,10.74,2025-07-23 23:42:42.298197
797,1907,7,2022-04-13,2022-04-16,3,10.61,2025-07-23 23:42:42.299727
798,81,4,2024-11-19,2024-11-23,4,8.22,2025-07-23 23:42:42.301275
799,1800,8,2024-09-11,2024-09-12,1,14.63,2025-07-23 23:42:42.302803
800,1924,8,2024-04-30,2024-04-30,0,29.36,2025-07-23 23:42:42.304298
801,821,13,2023-01-09,2023-01-11,2,37.94,2025-07-23 23:42:42.305818
802,774,14,2024-09-14,2024-09-19,5,33.19,2025-07-23 23:42:42.307408
803,1660,3,2023-10-02,2023-10-07,5,23.57,2025-07-23 23:42:42.308974
804,727,17,2023-04-01,2023-04-01,0,41.5,2025-07-23 23:42:42.310493
805,3576,17,2024-10-16,2024-10-21,5,28.62,2025-07-23 23:42:42.312033
806,560,1,2023-07-24,2023-07-28,4,23.46,2025-07-23 23:42:42.313575
807,3929,15,2022-06-30,2022-07-05,5,32.78,2025-07-23 23:42:42.315235
808,56,2,2023-11-25,2023-11-28,3,12.04,2025-07-23 23:42:42.316927
809,4954,1,2023-08-30,2023-09-04,5,44.43,2025-07-23 23:42:42.318382
810,2330,5,2022-08-31,2022-09-05,5,48.71,2025-07-23 23:42:42.319829
811,2986,6,2024-02-26,2024-03-02,5,48.05,2025-07-23 23:42:42.321498
812,3421,9,2022-02-24,2022-02-25,1,39.55,2025-07-23 23:42:42.322921
813,82,16,2024-01-06,2024-01-07,1,40.39,2025-07-23 23:42:42.324308
814,2306,6,2022-05-20,2022-05-20,0,25.55,2025-07-23 23:42:42.325688
815,1193,18,2022-04-26,2022-04-29,3,35.81,2025-07-23 23:42:42.327059
816,4796,4,2023-02-09,2023-02-09,0,31.74,2025-07-23 23:42:42.328446
817,3673,16,2024-05-01,2024-05-05,4,17.31,2025-07-23 23:42:42.329871
818,521,19,2023-06-19,2023-06-19,0,29.31,2025-07-23 23:42:42.331252
819,315,7,2024-05-19,2024-05-23,4,37.08,2025-07-23 23:42:42.332639
820,4294,2,2024-03-14,2024-03-18,4,31.43,2025-07-23 23:42:42.334027
821,2760,4,2022-09-22,2022-09-24,2,39.84,2025-07-23 23:42:42.335412
822,154,1,2022-12-22,2022-12-23,1,24.42,2025-07-23 23:42:42.336804
823,3232,9,2024-03-24,2024-03-28,4,14.1,2025-07-23 23:42:42.338191
824,1686,9,2023-05-22,2023-05-23,1,30.17,2025-07-23 23:42:42.339567
825,758,18,2023-05-22,2023-05-24,2,49.14,2025-07-23 23:42:42.340955
826,4575,19,2022-11-12,2022-11-15,3,28.95,2025-07-23 23:42:42.342329
827,4307,12,2024-09-23,2024-09-26,3,39.26,2025-07-23 23:42:42.343702
828,2287,1,2022-04-17,2022-04-21,4,45.14,2025-07-23 23:42:42.345075
829,170,4,2023-03-16,2023-03-17,1,29.82,2025-07-23 23:42:42.346447
830,796,11,2022-04-29,2022-05-04,5,28.6,2025-07-23 23:42:42.347820
831,728,20,2024-05-31,2024-06-02,2,27.48,2025-07-23 23:42:42.349241
832,3208,8,2023-06-04,2023-06-04,0,25.91,2025-07-23 23:42:42.350636
833,4243,6,2023-10-08,2023-10-11,3,46.56,2025-07-23 23:42:42.352027
834,2300,13,2022-02-24,2022-02-28,4,39.95,2025-07-23 23:42:42.353404
835,3828,11,2022-02-18,2022-02-23,5,25.43,2025-07-23 23:42:42.354790
836,1642,19,2023-08-30,2023-09-03,4,21.32,2025-07-23 23:42:42.356184
837,2903,14,2024-01-02,2024-01-02,0,17.81,2025-07-23 23:42:42.357555
838,4691,14,2023-01-02,2023-01-02,0,26.89,2025-07-23 23:42:42.358913
839,2069,12,2023-08-06,2023-08-08,2,20.92,2025-07-23 23:42:42.360257
840,4151,17,2022-11-12,2022-11-15,3,6.39,2025-07-23 23:42:42.361629
841,4743,3,2023-12-15,2023-12-18,3,22.71,2025-07-23 23:42:42.363014
842,3294,13,2022-06-25,2022-06-30,5,6.04,2025-07-23 23:42:42.364395
843,467,1,2023-01-20,2023-01-20,0,17.15,2025-07-23 23:42:42.365747
844,959,1,2024-06-15,2024-06-17,2,28.9,2025-07-23 23:42:42.367168
845,4411,14,2024-08-30,2024-09-04,5,12.4,2025-07-23 23:42:42.368524
846,948,6,2022-11-03,2022-11-07,4,39.61,2025-07-23 23:42:42.369934
847,477,19,2023-12-02,2023-12-05,3,33.15,2025-07-23 23:42:42.371299
848,1550,18,2022-02-19,2022-02-24,5,11.6,2025-07-23 23:42:42.372652
849,1197,17,2022-06-26,2022-07-01,5,5.02,2025-07-23 23:42:42.374041
850,3872,7,2022-06-16,2022-06-17,1,10.05,2025-07-23 23:42:42.375464
851,1459,1,2024-07-12,2024-07-17,5,30.4,2025-07-23 23:42:42.376839
852,3954,1,2024-08-25,2024-08-28,3,43.58,2025-07-23 23:42:42.378232
853,2573,20,2024-10-08,2024-10-09,1,38.41,2025-07-23 23:42:42.379647
854,489,16,2023-06-15,2023-06-16,1,37.31,2025-07-23 23:42:42.381031
855,2146,6,2024-10-22,2024-10-24,2,44.42,2025-07-23 23:42:42.382413
856,3685,1,2022-01-18,2022-01-18,0,12.82,2025-07-23 23:42:42.383777
857,4345,16,2023-04-03,2023-04-03,0,5.0,2025-07-23 23:42:42.385159
858,869,3,2022-08-14,2022-08-19,5,7.5,2025-07-23 23:42:42.386523
859,1254,16,2022-03-27,2022-03-28,1,6.54,2025-07-23 23:42:42.387907
860,2848,13,2023-07-08,2023-07-08,0,40.49,2025-07-23 23:42:42.389300
861,2564,3,2024-09-08,2024-09-13,5,37.51,2025-07-23 23:42:42.390681
862,588,10,2024-01-23,2024-01-24,1,49.96,2025-07-23 23:42:42.392049
863,202,17,2023-08-20,2023-08-25,5,18.34,2025-07-23 23:42:42.393432
864,2153,9,2022-09-28,2022-10-02,4,42.15,2025-07-23 23:42:42.394800
865,2874,16,2022-03-23,2022-03-28,5,19.45,2025-07-23 23:42:42.396196
866,43,16,2024-09-27,2024-09-28,1,27.65,2025-07-23 23:42:42.397588
867,3939,17,2023-05-18,2023-05-22,4,10.34,2025-07-23 23:42:42.399007
868,3733,12,2024-02-26,2024-02-28,2,31.49,2025-07-23 23:42:42.400396
869,3606,4,2022-07-04,2022-07-08,4,28.64,2025-07-23 23:42:42.401998
870,53,5,2022-10-04,2022-10-08,4,29.86,2025-07-23 23:42:42.403692
871,561,13,2024-08-08,2024-08-12,4,20.19,2025-07-23 23:42:42.405173
872,1541,13,2023-06-07,2023-06-08,1,38.45,2025-07-23 23:42:42.406547
873,4123,6,2023-11-26,2023-11-30,4,32.24,2025-07-23 23:42:42.407944
874,4767,11,2024-12-02,2024-12-07,5,8.1,2025-07-23 23:42:42.409333
875,4346,19,2024-08-15,2024-08-16,1,35.56,2025-07-23 23:42:42.410681
876,622,8,2023-01-19,2023-01-20,1,15.33,2025-07-23 23:42:42.412044
877,4840,19,2023-03-19,2023-03-24,5,42.79,2025-07-23 23:42:42.413453
878,3894,4,2022-01-23,2022-01-23,0,19.55,2025-07-23 23:42:42.414809
879,3058,10,2022-11-09,2022-11-12,3,33.8,2025-07-23 23:42:42.416232
880,4915,18,2022-03-12,2022-03-13,1,43.29,2025-07-23 23:42:42.417620
881,3238,8,2023-10-27,2023-10-31,4,19.92,2025-07-23 23:42:42.419003
882,1080,20,2024-05-04,2024-05-05,1,24.05,2025-07-23 23:42:42.420382
883,393,6,2024-12-27,2024-12-30,3,18.99,2025-07-23 23:42:42.421735
884,2173,7,2023-11-21,2023-11-25,4,48.02,2025-07-23 23:42:42.423094
885,2021,16,2023-02-02,2023-02-05,3,26.03,2025-07-23 23:42:42.424461
886,1600,12,2023-09-27,2023-09-29,2,45.71,2025-07-23 23:42:42.425836
887,2370,11,2022-01-29,2022-01-30,1,44.48,2025-07-23 23:42:42.427207
888,1577,3,2024-02-22,2024-02-26,4,20.49,2025-07-23 23:42:42.428565
889,3637,14,2024-07-24,2024-07-24,0,16.38,2025-07-23 23:42:42.429954
890,4468,12,2022-04-24,2022-04-29,5,42.36,2025-07-23 23:42:42.431296
891,2938,20,2022-01-02,2022-01-05,3,38.71,2025-07-23 23:42:42.432659
892,1983,6,2022-01-26,2022-01-27,1,26.07,2025-07-23 23:42:42.434020
893,4013,20,2024-10-31,2024-11-02,2,17.09,2025-07-23 23:42:42.435392
894,288,5,2024-08-16,2024-08-19,3,8.56,2025-07-23 23:42:42.436718
895,879,16,2022-04-23,2022-04-23,0,16.18,2025-07-23 23:42:42.438101
896,3951,13,2024-07-22,2024-07-25,3,7.11,2025-07-23 23:42:42.439469
897,3628,16,2022-08-04,2022-08-05,1,31.61,2025-07-23 23:42:42.440868
898,1002,12,2022-12-16,2022-12-19,3,14.15,2025-07-23 23:42:42.442234
899,34,10,2022-07-11,2022-07-14,3,6.87,2025-07-23 23:42:42.443611
900,4631,6,2024-06-28,2024-07-02,4,36.44,2025-07-23 23:42:42.444993
901,892,9,2022-09-01,2022-09-06,5,28.56,2025-07-23 23:42:42.446380
902,1428,12,2022-12-30,2023-01-01,2,36.73,2025-07-23 23:42:42.447713
903,4379,15,2023-04-19,2023-04-21,2,33.09,2025-07-23 23:42:42.449110
904,826,6,2022-07-16,2022-07-20,4,47.77,2025-07-23 23:42:42.450509
905,3212,11,2022-01-31,2022-02-05,5,49.39,2025-07-23 23:42:42.451902
906,4933,1,2024-12-07,2024-12-08,1,46.15,2025-07-23 23:42:42.453282
907,1231,1,2023-11-03,2023-11-06,3,41.51,2025-07-23 23:42:42.454660
908,1151,5,2022-04-24,2022-04-25,1,29.08,2025-07-23 23:42:42.456033
909,2592,4,2022-11-08,2022-11-08,0,39.1,2025-07-23 23:42:42.457422
910,162,7,2022-03-21,2022-03-24,3,41.68,2025-07-23 23:42:42.458802
911,417,17,2022-12-31,2023-01-03,3,42.67,2025-07-23 23:42:42.460196
912,821,12,2023-01-07,2023-01-10,3,27.62,2025-07-23 23:42:42.461550
913,4593,20,2024-07-05,2024-07-06,1,43.19,2025-07-23 23:42:42.462922
914,221,10,2024-05-14,2024-05-19,5,32.97,2025-07-23 23:42:42.464314
915,1739,18,2022-09-04,2022-09-06,2,15.22,2025-07-23 23:42:42.465718
916,4373,5,2024-09-03,2024-09-05,2,32.43,2025-07-23 23:42:42.467073
917,4502,18,2024-01-25,2024-01-27,2,35.2,2025-07-23 23:42:42.468450
918,125,10,2023-05-22,2023-05-25,3,31.1,2025-07-23 23:42:42.469861
919,3580,3,2022-12-29,2023-01-02,4,11.49,2025-07-23 23:42:42.471234
920,3551,9,2024-08-26,2024-08-30,4,32.34,2025-07-23 23:42:42.472605
921,463,18,2024-05-13,2024-05-13,0,22.44,2025-07-23 23:42:42.473986
922,1883,20,2023-09-09,2023-09-09,0,35.56,2025-07-23 23:42:42.475395
923,2008,2,2023-06-03,2023-06-08,5,26.19,2025-07-23 23:42:42.476734
924,2302,13,2023-12-01,2023-12-02,1,49.51,2025-07-23 23:42:42.478106
925,3332,9,2024-09-16,2024-09-20,4,42.07,2025-07-23 23:42:42.479470
926,3228,18,2022-01-09,2022-01-13,4,17.38,2025-07-23 23:42:42.480855
927,1367,5,2024-06-08,2024-06-11,3,29.23,2025-07-23 23:42:42.482230
928,4433,8,2022-08-24,2022-08-29,5,23.11,2025-07-23 23:42:42.483621
929,2926,3,2024-03-23,2024-03-28,5,36.9,2025-07-23 23:42:42.485032
930,1919,6,2023-07-01,2023-07-04,3,49.08,2025-07-23 23:42:42.486404
931,1665,11,2023-04-27,2023-05-01,4,21.19,2025-07-23 23:42:42.487738
932,3591,12,2022-12-24,2022-12-25,1,34.01,2025-07-23 23:42:42.489166
933,4688,11,2022-08-04,2022-08-08,4,26.85,2025-07-23 23:42:42.490531
934,3136,2,2024-09-27,2024-09-27,0,38.81,2025-07-23 23:42:42.491910
935,4400,4,2023-02-27,2023-03-04,5,20.41,2025-07-23 23:42:42.493270
936,777,10,2022-02-10,2022-02-11,1,10.87,2025-07-23 23:42:42.494640
937,659,6,2023-08-03,2023-08-06,3,31.42,2025-07-23 23:42:42.496014
938,4998,6,2022-02-11,2022-02-12,1,26.44,2025-07-23 23:42:42.497385
939,2257,7,2024-09-23,2024-09-26,3,25.72,2025-07-23 23:42:42.498722
940,1500,11,2023-08-30,2023-09-03,4,18.03,2025-07-23 23:42:42.500207
941,2410,5,2023-05-29,2023-06-03,5,6.72,2025-07-23 23:42:42.501578
942,4436,5,2024-07-06,2024-07-10,4,18.57,2025-07-23 23:42:42.502952
943,4430,6,2024-07-14,2024-07-17,3,22.92,2025-07-23 23:42:42.504327
944,834,16,2023-02-01,2023-02-06,5,44.86,2025-07-23 23:42:42.505696
945,2643,4,2024-02-29,2024-03-05,5,33.1,2025-07-23 23:42:42.507048
946,4288,2,2023-11-02,2023-11-02,0,29.81,2025-07-23 23:42:42.508411
947,946,11,2022-09-13,2022-09-16,3,18.59,2025-07-23 23:42:42.510015
948,1929,6,2024-05-14,2024-05-14,0,35.62,2025-07-23 23:42:42.511456
949,1731,8,2023-07-01,2023-07-06,5,30.32,2025-07-23 23:42:42.512960
950,606,6,2022-05-29,2022-06-03,5,47.86,2025-07-23 23:42:42.514497
951,2050,5,2023-12-21,2023-12-26,5,45.95,2025-07-23 23:42:42.516068
952,4996,9,2023-03-14,2023-03-15,1,8.47,2025-07-23 23:42:42.517527
953,57,2,2024-03-14,2024-03-17,3,43.21,2025-07-23 23:42:42.519131
954,4056,18,2023-07-19,2023-07-20,1,12.52,2025-07-23 23:42:42.520927
955,1580,13,2022-07-16,2022-07-16,0,25.61,2025-07-23 23:42:42.522374
956,2781,1,2024-06-02,2024-06-04,2,49.3,2025-07-23 23:42:42.523819
957,3323,4,2024-08-29,2024-09-03,5,9.38,2025-07-23 23:42:42.525302
958,3809,12,2024-08-26,2024-08-28,2,37.02,2025-07-23 23:42:42.526720
959,539,12,2022-12-09,2022-12-13,4,41.78,2025-07-23 23:42:42.528211
960,4988,17,2022-12-03,2022-12-07,4,49.04,2025-07-23 23:42:42.529698
961,1369,11,2022-05-31,2022-06-05,5,33.68,2025-07-23 23:42:42.531207
962,801,19,2022-09-24,2022-09-24,0,36.12,2025-07-23 23:42:42.532622
963,3345,8,2022-04-16,2022-04-16,0,20.4,2025-07-23 23:42:42.534234
964,2524,7,2023-05-19,2023-05-22,3,7.56,2025-07-23 23:42:42.535664
965,2122,14,2024-11-23,2024-11-28,5,10.4,2025-07-23 23:42:42.537140
966,1495,19,2023-06-28,2023-06-29,1,36.85,2025-07-23 23:42:42.538595
967,1839,6,2022-06-02,2022-06-07,5,18.87,2025-07-23 23:42:42.540058
968,2637,6,2024-02-29,2024-03-02,2,10.39,2025-07-23 23:42:42.541536
969,2554,17,2024-04-11,2024-04-16,5,5.16,2025-07-23 23:42:42.543029
970,440,15,2023-06-27,2023-07-02,5,28.1,2025-07-23 23:42:42.544394
971,2714,17,2022-06-21,2022-06-26,5,29.57,2025-07-23 23:42:42.545751
972,1682,20,2024-09-18,2024-09-18,0,36.94,2025-07-23 23:42:42.547157
973,2354,14,2022-04-25,2022-04-27,2,46.11,2025-07-23 23:42:42.548513
974,1813,6,2024-03-18,2024-03-18,0,44.98,2025-07-23 23:42:42.549913
975,2620,13,2022-09-09,2022-09-14,5,47.57,2025-07-23 23:42:42.551303
976,4836,15,2024-12-30,2025-01-03,4,41.0,2025-07-23 23:42:42.552666
977,3102,6,2023-09-26,2023-09-30,4,42.98,2025-07-23 23:42:42.554028
978,4003,2,2022-05-13,2022-05-15,2,48.32,2025-07-23 23:42:42.555401
979,972,8,2022-02-26,2022-03-01,3,32.51,2025-07-23 23:42:42.556738
980,1515,20,2023-06-08,2023-06-10,2,12.66,2025-07-23 23:42:42.558168
981,1258,16,2022-03-20,2022-03-21,1,35.48,2025-07-23 23:42:42.559522
982,581,18,2022-01-08,2022-01-09,1,29.38,2025-07-23 23:42:42.560911
983,4635,6,2022-01-11,2022-01-15,4,28.57,2025-07-23 23:42:42.562312
984,3903,3,2023-04-19,2023-04-19,0,19.79,2025-07-23 23:42:42.563719
985,4680,17,2024-01-19,2024-01-20,1,9.86,2025-07-23 23:42:42.565091
986,37,12,2023-02-11,2023-02-14,3,38.53,2025-07-23 23:42:42.566457
987,378,12,2023-10-13,2023-10-14,1,7.86,2025-07-23 23:42:42.567832
988,89,3,2022-04-09,2022-04-13,4,10.01,2025-07-23 23:42:42.569328
989,65,8,2023-06-10,2023-06-15,5,33.57,2025-07-23 23:42:42.570698
990,336,20,2023-03-19,2023-03-19,0,42.29,2025-07-23 23:42:42.572063
991,3396,6,2022-03-21,2022-03-22,1,22.14,2025-07-23 23:42:42.573441
992,3677,12,2024-08-07,2024-08-08,1,21.49,2025-07-23 23:42:42.574791
993,4083,11,2022-09-17,2022-09-18,1,12.7,2025-07-23 23:42:42.576218
994,4247,5,2022-10-20,2022-10-22,2,19.26,2025-07-23 23:42:42.577601
995,2272,6,2023-09-28,2023-09-28,0,7.73,2025-07-23 23:42:42.579024
996,480,20,2024-11-12,2024-11-17,5,45.41,2025-07-23 23:42:42.580400
997,2710,11,2023-01-24,2023-01-28,4,21.61,2025-07-23 23:42:42.581738
998,1572,19,2022-01-31,2022-02-01,1,37.86,2025-07-23 23:42:42.583143
999,233,7,2024-06-15,2024-06-18,3,26.91,2025-07-23 23:42:42.584513
1000,1452,11,2023-10-12,2023-10-13,1,22.13,2025-07-23 23:42:42.585913
1001,408,11,2024-08-26,2024-08-31,5,11.18,2025-07-23 23:42:42.587306
1002,3928,6,2022-01-28,2022-01-31,3,21.11,2025-07-23 23:42:42.588707
1003,1649,4,2022-09-06,2022-09-10,4,41.19,2025-07-23 23:42:42.590135
1004,1777,18,2024-07-01,2024-07-06,5,16.87,2025-07-23 23:42:42.591527
1005,3755,8,2022-11-12,2022-11-12,0,19.93,2025-07-23 23:42:42.592913
1006,3011,11,2023-01-13,2023-01-14,1,14.73,2025-07-23 23:42:42.594281
1007,2879,1,2023-04-20,2023-04-24,4,13.17,2025-07-23 23:42:42.595664
1008,2222,7,2022-10-28,2022-11-01,4,19.21,2025-07-23 23:42:42.597070
1009,3447,16,2024-03-19,2024-03-20,1,33.16,2025-07-23 23:42:42.598445
1010,4763,11,2024-03-26,2024-03-26,0,27.63,2025-07-23 23:42:42.599817
1011,428,12,2022-06-08,2022-06-11,3,26.64,2025-07-23 23:42:42.601250
1012,1745,4,2024-08-11,2024-08-16,5,7.67,2025-07-23 23:42:42.602635
1013,2409,1,2022-08-17,2022-08-19,2,12.56,2025-07-23 23:42:42.604022
1014,1651,2,2022-06-21,2022-06-24,3,8.14,2025-07-23 23:42:42.605389
1015,4540,9,2023-10-10,2023-10-13,3,21.75,2025-07-23 23:42:42.606719
1016,2780,20,2024-04-21,2024-04-26,5,44.66,2025-07-23 23:42:42.608060
1017,46,5,2024-02-23,2024-02-24,1,22.77,2025-07-23 23:42:42.609471
1018,3907,17,2022-04-27,2022-05-01,4,11.73,2025-07-23 23:42:42.610853
1019,3698,13,2024-03-09,2024-03-14,5,31.08,2025-07-23 23:42:42.612229
1020,1953,7,2022-09-05,2022-09-08,3,49.03,2025-07-23 23:42:42.613601
1021,4664,16,2024-07-29,2024-07-30,1,28.43,2025-07-23 23:42:42.614986
1022,2335,18,2023-06-28,2023-07-02,4,29.0,2025-07-23 23:42:42.616364
1023,218,6,2024-08-23,2024-08-23,0,38.89,2025-07-23 23:42:42.617691
1024,3569,1,2022-12-04,2022-12-05,1,37.04,2025-07-23 23:42:42.619056
1025,1854,7,2022-09-21,2022-09-23,2,12.06,2025-07-23 23:42:42.620471
1026,4956,8,2023-02-04,2023-02-09,5,11.97,2025-07-23 23:42:42.621909
1027,3557,8,2024-08-01,2024-08-05,4,25.66,2025-07-23 23:42:42.623296
1028,2740,13,2022-12-01,2022-12-02,1,28.02,2025-07-23 23:42:42.624676
1029,2165,7,2022-04-24,2022-04-28,4,31.84,2025-07-23 23:42:42.626028
1030,1278,3,2022-07-18,2022-07-22,4,26.23,2025-07-23 23:42:42.627394
